"","expt","n","Year","Date","DN","Site","PlantType","Tissue","temp","Sample","Sample2","PlantID","nomatch","Bag","Pump","End","Equil","Duration","NumFlrs","NumBuds","NumLeaf","PumpID","SoilVWC","SoilDepth","Comments","Collector","LeafDryWtGrams","n.f","sample","Lead","Year.f","Expt","Temp","PlantType.f","Type","Sample.f","nomatch.f","DNLeaf","SampleDate_text","SampleDate_format","RunDate_text","RunDate","GCOrder","Drop","Notes","Filename","verdict","status","Folder","vial","lost","chamber","plant","location_time","SampleDate","drop","Batch","Maxfield","Filename2","sequence","ext","Seq","Is2021","YearFilament","plot.x","subplot","temp.x","plotid","order","plot.y","snow","temp.y","status_tagged","status_census21","plantid.x","plantid.y","vial.x","vial.y","Temp.f","Total","Pump_datehour","year","time","mean_temp_C_control","mean_temp_C_warmed","mean_intensity_lux_control","mean_intensity_lux_warmed","OTC_diff_C","OTC_diff_lux","mean_temp_C_treatment"
"347","otc",NA,2021,2021-07-26,"night","SC","air","air","air",NA,NA,"XIair",NA,19:47:00,20:17:00,20:32:00,1800,900,NA,NA,NA,"DRC9",NA,NA,NA,"CW",NA,NA,"SC_122_210727_8182021_19.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,19,NA,NA,"SC_122_210727_8182021_19.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",122,NA,"XI","air",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-26 20:00:00,2021,20,12.501,13.6263333333333,139.9,129.175,1.12533333333333,-10.725,12.501
"348","otc",NA,2021,2021-07-26,"night","SC","ten","flower","control",NA,NA,"XI139",NA,19:49:00,20:19:00,20:34:00,1800,900,1,0,NA,"DRC7",22,NA,"fell out while pumping.  Unknown duration","CW",NA,NA,"SC_123_210727_8182021_20.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,20,NA,NA,"SC_123_210727_8182021_20.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",123,NA,"XI","139",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-26 20:00:00,2021,20,12.501,13.6263333333333,139.9,129.175,1.12533333333333,-10.725,12.501
"349","otc",NA,2021,2021-07-26,"night","SC","ten","flower","warmed",NA,NA,"I196",NA,19:52:00,20:22:00,20:37:00,1800,900,1,0,NA,"CW2",18.2,NA,NA,"CW",NA,NA,"SC_124_210727_8182021_02.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,2,NA,NA,"SC_124_210727_8182021_02.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",124,NA,"I","196",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-26 20:00:00,2021,20,12.501,13.6263333333333,139.9,129.175,1.12533333333333,-10.725,13.6263333333333
"350","otc",NA,2021,2021-07-26,"night","SC","ten","flower","control",NA,NA,"XI185",NA,20:08:00,20:38:00,20:53:00,1800,900,1,0,NA,"CW1",13.7,NA,NA,"CW",NA,NA,"SC_125_210727_8182021_03.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,3,NA,NA,"SC_125_210727_8182021_03.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",125,NA,"XI","185",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-26 21:00:00,2021,21,10.3275714285714,11.2341666666667,0,0,0.906595238095239,0,10.3275714285714
"351","otc",NA,2021,2021-07-26,"night","SC","ten","flower","warmed",NA,NA,"I139",NA,20:34:00,21:04:00,21:19:00,1800,900,1,0,NA,"DRC7",22,NA,"flower came off plant while pumping, but still in bag","CW",NA,NA,"SC_126_210727_redo_8202021_04.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-20,4,NA,"redo","SC_126_210727_redo_8202021_04.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",126,NA,"I","139",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-26 21:00:00,2021,21,10.3275714285714,11.2341666666667,0,0,0.906595238095239,0,11.2341666666667
"352","otc",NA,2021,2021-07-26,"night","SC","ten","flower","warmed",NA,NA,"G201",NA,20:43:00,21:13:00,21:28:00,1800,900,1,0,NA,"CW2",10.5,NA,"few flowers left.  Soil seemed recent gopher activity.","CW",NA,NA,"SC_127_210727_8182021_05.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,5,NA,NA,"SC_127_210727_8182021_05.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",127,NA,"G","201",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-26 21:00:00,2021,21,10.3275714285714,11.2341666666667,0,0,0.906595238095239,0,11.2341666666667
"353","otc",NA,2021,2021-07-26,"night","SC","ten","flower","control",NA,NA,"XG5",NA,20:45:00,21:15:00,21:31:00,1800,960,1,1,NA,"DRC9",20.1,NA,NA,"CW",NA,NA,"SC_129_210727_8182021_06.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,6,NA,NA,"SC_129_210727_8182021_06.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",129,NA,"XG","5",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2760,2021-07-26 21:00:00,2021,21,10.3275714285714,11.2341666666667,0,0,0.906595238095239,0,10.3275714285714
"354","otc",NA,2021,2021-07-26,"night","SC","ten","flower","warmed",NA,NA,"G93",NA,20:58:00,21:27:00,21:42:00,1740,900,1,0,NA,"CW1",14.5,NA,NA,"CW",NA,NA,"SC_130_210727_8182021_07.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,7,NA,NA,"SC_130_210727_8182021_07.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",130,NA,"G","93",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2640,2021-07-26 21:00:00,2021,21,10.3275714285714,11.2341666666667,0,0,0.906595238095239,0,11.2341666666667
"355","otc",NA,2021,2021-07-26,"night","SC","ten","flower","control",NA,NA,"XF184",NA,21:00:00,21:30:00,21:45:00,1800,900,1,0,NA,NA,19.5,NA,NA,"CW",NA,NA,"SC_128_210727_8182021_08.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,8,NA,NA,"SC_128_210727_8182021_08.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",128,NA,"XF","184",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-26 22:00:00,2021,22,8.05928571428571,9.231,0,0,1.17171428571429,0,8.05928571428571
"356","otc",NA,2021,2021-07-26,"night","SC","ten","flower","warmed",NA,NA,"G99",NA,21:10:00,21:40:00,21:55:00,1800,900,1,0,NA,"CW2",15.5,NA,"few flowers left","CW",NA,NA,"SC_132_210726_8102021_17.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-10,17,NA,NA,"SC_160_210726_8102021_16.qgd","skip-rename","Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",132,NA,"G","99",NA,"2021-07-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-26 22:00:00,2021,22,8.05928571428571,9.231,0,0,1.17171428571429,0,9.231
"357","otc",NA,2021,2021-07-26,"night","SC","ten","flower","control",NA,NA,"XF221",NA,21:23:00,21:53:00,22:08:00,1800,900,1,0,NA,"DRC9",17.9,NA,NA,"CW",NA,NA,"SC_131_210726_8102021_18.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-10,18,NA,NA,"SC_132_210726_8102021_17.qgd","skip-rename","Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",131,NA,"XF","221",NA,"2021-07-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-26 22:00:00,2021,22,8.05928571428571,9.231,0,0,1.17171428571429,0,8.05928571428571
"358","otc",NA,2021,2021-07-26,"night","SC","ten","flower","warmed",NA,NA,"F220",NA,21:33:00,22:03:00,22:18:00,1800,900,1,0,NA,"CW2",14.6,NA,NA,"CW",NA,NA,"SC_133_210726_8102021_19.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-10,19,NA,NA,"SC_131_210726_8102021_18.qgd","skip-rename","Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",133,NA,"F","220",NA,"2021-07-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-26 22:00:00,2021,22,8.05928571428571,9.231,0,0,1.17171428571429,0,9.231
"359","otc",NA,2021,2021-07-26,"night","SC","ten","flower","warmed",NA,NA,"F8",NA,21:47:00,22:17:00,22:32:00,1800,900,1,1,NA,"DRC7",12.8,NA,NA,"CW",NA,NA,NA,NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,NA,"F","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-26 22:00:00,2021,22,8.05928571428571,9.231,0,0,1.17171428571429,0,9.231
"360","otc",NA,2021,2021-07-26,"night","SC","air","air","air",NA,NA,"XFair",NA,21:51:00,22:21:00,22:36:00,1800,900,NA,NA,NA,"DRC9",NA,NA,NA,"CW",NA,NA,"SC_147_210726_8212021_08.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-21,8,NA,NA,"SC_147_210726_8212021_08.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",147,NA,"XF","air",NA,"2021-07-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-26 22:00:00,2021,22,8.05928571428571,9.231,0,0,1.17171428571429,0,8.05928571428571
"361","otc",NA,2021,2021-07-26,"night","SC","ten","flower","warmed",NA,NA,"C207",NA,22:02:00,22:34:00,22:49:00,1920,900,1,0,NA,"CW2",NA,NA,NA,"CW",NA,NA,"SC_148_210726_8212021_09.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-21,9,NA,NA,"SC_148_210726_8212021_09.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",148,NA,"C","207",NA,"2021-07-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2820,2021-07-26 23:00:00,2021,23,6.95457142857143,7.9215,0,0,0.966928571428571,0,7.9215
"362","otc",NA,2021,2021-07-16,"day","GNA","agg","flower","control",NA,NA,"XJ15",NA,09:04:00,09:34:00,09:49:00,1800,900,1,0,NA,"DRC3",8.3,NA,NA,"CW",NA,NA,"GNA_1_210716_7182021_13.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-18,13,NA,NA,"GNA_1_210716_7182021_13.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",1,NA,"XJ","15",NA,"2021-07-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-16 10:00:00,2021,10,21.649,24.075,14466.8,7405.6,2.426,-7061.2,21.649
"363","otc",NA,2021,2021-07-16,"day","GNA","agg","flower","warmed",NA,NA,"J194",NA,09:07:00,09:37:00,09:52:00,1800,900,1,0,NA,"DRC10",7.2,NA,NA,"CW",NA,NA,"GNA_2_210716_7182021_14.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-18,14,NA,NA,"GNA_2_210716_7182021_14.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",2,NA,"J","194",NA,"2021-07-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-16 10:00:00,2021,10,21.649,24.075,14466.8,7405.6,2.426,-7061.2,24.075
"364","otc",NA,2021,2021-07-16,"day","GNA","agg","flower","control",NA,NA,"XJ150",NA,09:10:00,09:40:00,09:55:00,1800,900,1,0,NA,"DRC9",7.9,NA,NA,"CW",NA,NA,"GNA_3_210716_7182021_15.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-18,15,NA,NA,"GNA_3_210716_7182021_15.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",3,NA,"XJ","150",NA,"2021-07-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-16 10:00:00,2021,10,21.649,24.075,14466.8,7405.6,2.426,-7061.2,21.649
"365","otc",NA,2021,2021-07-16,"day","GNA","air","air","control",NA,NA,"XJair",NA,09:13:00,09:43:00,09:58:00,1800,900,NA,NA,NA,"DRC1",NA,NA,NA,"CW",NA,NA,"GNA_5_210716_7182021_16.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-18,16,NA,NA,"GNA_5_210716_7182021_16.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",5,NA,"XJ","air",NA,"2021-07-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-16 10:00:00,2021,10,21.649,24.075,14466.8,7405.6,2.426,-7061.2,21.649
"366","otc",NA,2021,2021-07-16,"day","GNA","agg","flower","warmed",NA,NA,"J11",NA,09:15:00,09:45:00,10:00:00,1800,900,1,0,NA,"CW1",5.9,NA,NA,"CW",NA,NA,"GNA_4__210716_7182021_18.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-18,18,NA,NA,"GNA_4__210716_7182021_18.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",4,NA,"J","11",NA,"2021-07-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-16 10:00:00,2021,10,21.649,24.075,14466.8,7405.6,2.426,-7061.2,24.075
"367","otc",NA,2021,2021-07-16,"day","GNA","agg","flower","control",NA,NA,"XK158",NA,09:38:00,10:08:00,10:25:00,1800,1020,1,0,NA,"DRC3",4.1,NA,NA,"CW",NA,NA,"GNA_6__210716_7182021_19.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-18,19,NA,NA,"GNA_6__210716_7182021_19.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",6,NA,"XK","158",NA,"2021-07-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2820,2021-07-16 10:00:00,2021,10,21.649,24.075,14466.8,7405.6,2.426,-7061.2,21.649
"368","otc",NA,2021,2021-07-16,"day","GNA","agg","flower","warmed",NA,NA,"K1",NA,09:46:00,10:16:00,10:31:00,1800,900,1,0,NA,"DRC10",6.9,NA,NA,"CW",NA,NA,"GNA_7_210716_7192021_02.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-19,2,NA,NA,"GNA_7_210716_7192021_02.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",7,NA,"K","1",NA,"2021-07-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-16 10:00:00,2021,10,21.649,24.075,14466.8,7405.6,2.426,-7061.2,24.075
"369","otc",NA,2021,2021-07-16,"day","GNA","agg","flower","control",NA,NA,"XK616",NA,09:48:00,10:18:00,10:33:00,1800,900,1,0,NA,"DRC9",8.1,NA,NA,"CW",NA,NA,"GNA_9_210716_7192021_04.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-19,4,NA,NA,"GNA_9_210716_7192021_04.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",9,NA,"XK","616",NA,"2021-07-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-16 10:00:00,2021,10,21.649,24.075,14466.8,7405.6,2.426,-7061.2,21.649
"370","otc",NA,2021,2021-07-16,"day","GNA","agg","flower","warmed",NA,NA,"K81",NA,09:51:00,10:21:00,10:36:00,1800,900,1,0,NA,"CW1",6.3,NA,NA,"CW",NA,NA,"GNA_8_210716_7192021_05.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-19,5,NA,NA,"GNA_8_210716_7192021_05.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",8,NA,"K","81",NA,"2021-07-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-16 10:00:00,2021,10,21.649,24.075,14466.8,7405.6,2.426,-7061.2,24.075
"371","otc",NA,2021,2021-07-16,"day","GNA","agg","flower","control",NA,NA,"XM118",NA,10:10:00,10:40:00,10:56:00,1800,960,1,0,NA,"DRC3",14.1,NA,NA,"CW",NA,NA,"GNA_11_210716_7192021_06.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-19,6,NA,NA,"GNA_11_210716_7192021_06.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",11,NA,"XM","118",NA,"2021-07-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2760,2021-07-16 11:00:00,2021,11,23.1383333333333,25.6344285714286,20666.8,8783.4,2.49609523809524,-11883.4,23.1383333333333
"372","otc",NA,2021,2021-07-16,"day","GNA","agg","flower","warmed",NA,NA,"M181",NA,10:12:00,10:42:00,10:57:00,1800,900,1,0,NA,"DRC9",7.5,NA,NA,"CW",NA,NA,"GNA_12_210716_7192021_07.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-19,7,NA,NA,"GNA_12_210716_7192021_07.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",12,NA,"M","181",NA,"2021-07-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-16 11:00:00,2021,11,23.1383333333333,25.6344285714286,20666.8,8783.4,2.49609523809524,-11883.4,25.6344285714286
"373","otc",NA,2021,2021-07-16,"day","GNA","agg","flower","control",NA,NA,"XM758",NA,10:14:00,10:44:00,11:00:00,1800,960,1,0,NA,"CW1",12.4,NA,NA,"CW",NA,NA,"GNA_13_210716_7192021_08.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-19,8,NA,NA,"GNA_13_210716_7192021_08.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",13,NA,"XM","758",NA,"2021-07-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2760,2021-07-16 11:00:00,2021,11,23.1383333333333,25.6344285714286,20666.8,8783.4,2.49609523809524,-11883.4,23.1383333333333
"374","otc",NA,2021,2021-07-16,"day","GNA","agg","flower","warmed",NA,NA,"M25",NA,10:24:00,10:55:00,11:14:00,1860,1140,1,0,NA,"DRC10",5.9,NA,NA,"CW",NA,NA,"GNA_14_210716_7192021_09.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-19,9,NA,NA,"GNA_14_210716_7192021_09.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",14,NA,"M","25",NA,"2021-07-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,2021-07-16 11:00:00,2021,11,23.1383333333333,25.6344285714286,20666.8,8783.4,2.49609523809524,-11883.4,25.6344285714286
"375","otc",NA,2021,2021-07-16,"day","GNA","agg","flower","warmed",NA,NA,"R119",NA,10:50:00,11:20:00,11:35:00,1800,900,1,0,NA,"CW1",6.3,NA,"maybe fell out while pumping last 2 minutes?","CW",NA,NA,"GNA_10_210716_7192021_10.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-19,10,NA,NA,"GNA_10_210716_7192021_10.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",10,NA,"R","119",NA,"2021-07-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-16 11:00:00,2021,11,23.1383333333333,25.6344285714286,20666.8,8783.4,2.49609523809524,-11883.4,25.6344285714286
"376","otc",NA,2021,2021-07-16,"day","GNA","agg","flower","control",NA,NA,"XR117",NA,10:51:00,11:23:00,11:38:00,1920,900,1,0,NA,"DRC3",9.9,NA,NA,"CW",NA,NA,"GNA_15_210716_7192021_11.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-19,11,NA,NA,"GNA_15_210716_7192021_11.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",15,NA,"XR","117",NA,"2021-07-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2820,2021-07-16 11:00:00,2021,11,23.1383333333333,25.6344285714286,20666.8,8783.4,2.49609523809524,-11883.4,23.1383333333333
"377","otc",NA,2021,2021-07-16,"day","GNA","agg","flower","warmed",NA,NA,"R158",NA,10:52:00,11:24:00,11:39:00,1920,900,1,0,NA,"DRC1",7.9,NA,NA,"CW",NA,NA,"GNA_16_210716_7192021_12.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-19,12,NA,NA,"GNA_16_210716_7192021_12.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",16,NA,"R","158",NA,"2021-07-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2820,2021-07-16 11:00:00,2021,11,23.1383333333333,25.6344285714286,20666.8,8783.4,2.49609523809524,-11883.4,25.6344285714286
"378","otc",NA,2021,2021-07-16,"day","GNA","agg","flower","control",NA,NA,"XR151",NA,10:54:00,11:25:00,11:40:00,1860,900,1,0,NA,"DRC9",9.9,NA,NA,"CW",NA,NA,"GNA_33_210716_7192021_13.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-19,13,NA,NA,"GNA_33_210716_7192021_13.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",33,NA,"XR","151",NA,"2021-07-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2760,2021-07-16 11:00:00,2021,11,23.1383333333333,25.6344285714286,20666.8,8783.4,2.49609523809524,-11883.4,23.1383333333333
"379","otc",NA,2021,2021-07-16,"day","GNA","agg","flower","warmed",NA,NA,"S243",NA,11:27:00,11:57:00,12:12:00,1800,900,1,0,NA,"CW1",5.6,NA,NA,"CW",NA,NA,"GNA_34_210716_7192021_15.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-19,15,NA,NA,"GNA_34_210716_7192021_15.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",34,NA,"S","243",NA,"2021-07-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-16 12:00:00,2021,12,24.972,27.6414285714286,18600.1,11366.75,2.66942857142857,-7233.35,27.6414285714286
"380","otc",NA,2021,2021-07-16,"day","GNA","agg","flower","warmed",NA,NA,"S272",NA,11:19:00,11:49:00,12:04:00,1800,900,1,0,NA,"DRC10",8.3,NA,NA,"CW",NA,NA,"GNA_32_210716_7192021_14.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-19,14,NA,NA,"GNA_32_210716_7192021_14.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",32,NA,"S","272",NA,"2021-07-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-16 12:00:00,2021,12,24.972,27.6414285714286,18600.1,11366.75,2.66942857142857,-7233.35,27.6414285714286
"381","otc",NA,2021,2021-07-16,"day","GNA","agg","flower","control",NA,NA,"XS291",NA,11:28:00,11:58:00,12:13:00,1800,900,1,0,NA,"DRC9",11.5,NA,"JP: changed pump from 11:28 to 11:58","CW",NA,NA,"GNA_36_210716_7192021_16.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-19,16,NA,NA,"GNA_36_210716_7192021_16.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",36,NA,"XS","291",NA,"2021-07-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-16 12:00:00,2021,12,24.972,27.6414285714286,18600.1,11366.75,2.66942857142857,-7233.35,24.972
