"Plot Title: 21068394"
"#","Date Time, GMT-06:00","Intensity, Lux (LGR S/N: 21068394, SEN S/N: 21068394)","Max: Daily Temperature, °C (LGR S/N: 21068394)","Min: Daily Temperature, °C (LGR S/N: 21068394)","Avg: Hourly Temperature, °C (LGR S/N: 21068394)","End Of File (LGR S/N: 21068394)"
510,07/10/21 12:00:00 AM,0.0,45.452,-0.325,5.603,
511,07/10/21 12:30:00 AM,0.0,,,,
512,07/10/21 01:00:00 AM,0.0,,,4.829,
513,07/10/21 01:30:00 AM,0.0,,,,
514,07/10/21 02:00:00 AM,0.0,,,3.630,
515,07/10/21 02:30:00 AM,0.0,,,,
516,07/10/21 03:00:00 AM,0.0,,,2.729,
517,07/10/21 03:30:00 AM,0.0,,,,
518,07/10/21 04:00:00 AM,0.0,,,1.384,
519,07/10/21 04:30:00 AM,0.0,,,,
520,07/10/21 05:00:00 AM,0.0,,,0.397,
521,07/10/21 05:30:00 AM,0.0,,,,
522,07/10/21 06:00:00 AM,96.9,,,-0.269,
523,07/10/21 06:30:00 AM,193.8,,,,
524,07/10/21 07:00:00 AM,376.7,,,6.468,
525,07/10/21 07:30:00 AM,7233.4,,,,
526,07/10/21 08:00:00 AM,7577.8,,,19.377,
527,07/10/21 08:30:00 AM,7577.8,,,,
528,07/10/21 09:00:00 AM,9300.1,,,27.095,
529,07/10/21 09:30:00 AM,11711.2,,,,
530,07/10/21 10:00:00 AM,12400.1,,,33.752,
531,07/10/21 10:30:00 AM,12400.1,,,,
532,07/10/21 11:00:00 AM,12400.1,,,41.238,
533,07/10/21 11:30:00 AM,12400.1,,,,
534,07/10/21 12:00:00 PM,11711.2,,,43.847,
535,07/10/21 12:30:00 PM,11711.2,,,,
536,07/10/21 01:00:00 PM,15155.7,,,45.202,
537,07/10/21 01:30:00 PM,20666.8,,,,
538,07/10/21 02:00:00 PM,21355.7,,,44.276,
539,07/10/21 02:30:00 PM,16533.4,,,,
540,07/10/21 03:00:00 PM,13777.9,,,41.523,
541,07/10/21 03:30:00 PM,11022.3,,,,
542,07/10/21 04:00:00 PM,9300.1,,,37.731,
543,07/10/21 04:30:00 PM,6544.5,,,,
544,07/10/21 05:00:00 PM,5511.1,,,32.300,
545,07/10/21 05:30:00 PM,5166.7,,,,
546,07/10/21 06:00:00 PM,1550.0,,,24.124,
547,07/10/21 06:30:00 PM,1227.1,,,,
548,07/10/21 07:00:00 PM,861.1,,,18.473,
549,07/10/21 07:30:00 PM,731.9,,,,
550,07/10/21 08:00:00 PM,387.5,,,13.360,
551,07/10/21 08:30:00 PM,64.6,,,,
552,07/10/21 09:00:00 PM,0.0,,,9.521,
553,07/10/21 09:30:00 PM,0.0,,,,
554,07/10/21 10:00:00 PM,0.0,,,8.332,
555,07/10/21 10:30:00 PM,0.0,,,,
556,07/10/21 11:00:00 PM,0.0,,,6.622,
557,07/10/21 11:30:00 PM,0.0,,,,
558,07/11/21 12:00:00 AM,0.0,43.118,-0.213,4.465,
559,07/11/21 12:30:00 AM,0.0,,,,
560,07/11/21 01:00:00 AM,0.0,,,3.472,
561,07/11/21 01:30:00 AM,0.0,,,,
562,07/11/21 02:00:00 AM,0.0,,,2.837,
563,07/11/21 02:30:00 AM,0.0,,,,
564,07/11/21 03:00:00 AM,0.0,,,2.194,
565,07/11/21 03:30:00 AM,0.0,,,,
566,07/11/21 04:00:00 AM,0.0,,,1.002,
567,07/11/21 04:30:00 AM,0.0,,,,
568,07/11/21 05:00:00 AM,0.0,,,0.287,
569,07/11/21 05:30:00 AM,0.0,,,,
570,07/11/21 06:00:00 AM,75.3,,,0.065,
571,07/11/21 06:30:00 AM,505.9,,,,
572,07/11/21 07:00:00 AM,1065.6,,,4.669,
573,07/11/21 07:30:00 AM,4133.4,,,,
574,07/11/21 08:00:00 AM,5338.9,,,14.033,
575,07/11/21 08:30:00 AM,5511.1,,,,
576,07/11/21 09:00:00 AM,7233.4,,,21.862,
577,07/11/21 09:30:00 AM,9300.1,,,,
578,07/11/21 10:00:00 AM,10333.4,,,30.473,
579,07/11/21 10:30:00 AM,11022.3,,,,
580,07/11/21 11:00:00 AM,11711.2,,,37.621,
581,07/11/21 11:30:00 AM,11711.2,,,,
582,07/11/21 12:00:00 PM,11022.3,,,40.762,
583,07/11/21 12:30:00 PM,11711.2,,,,
584,07/11/21 01:00:00 PM,13777.9,,,42.819,
585,07/11/21 01:30:00 PM,17911.2,,,,
586,07/11/21 02:00:00 PM,18600.1,,,41.639,
587,07/11/21 02:30:00 PM,13777.9,,,,
588,07/11/21 03:00:00 PM,11022.3,,,37.669,
589,07/11/21 03:30:00 PM,9300.1,,,,
590,07/11/21 04:00:00 PM,7577.8,,,33.748,
591,07/11/21 04:30:00 PM,6200.0,,,,
592,07/11/21 05:00:00 PM,5166.7,,,29.805,
593,07/11/21 05:30:00 PM,4477.8,,,,
594,07/11/21 06:00:00 PM,2411.1,,,23.538,
595,07/11/21 06:30:00 PM,1808.3,,,,
596,07/11/21 07:00:00 PM,1216.3,,,18.711,
597,07/11/21 07:30:00 PM,893.4,,,,
598,07/11/21 08:00:00 PM,376.7,,,13.503,
599,07/11/21 08:30:00 PM,32.3,,,,
600,07/11/21 09:00:00 PM,0.0,,,8.827,
601,07/11/21 09:30:00 PM,0.0,,,,
602,07/11/21 10:00:00 PM,0.0,,,7.078,
603,07/11/21 10:30:00 PM,0.0,,,,
604,07/11/21 11:00:00 PM,0.0,,,7.079,
605,07/11/21 11:30:00 PM,0.0,,,,
606,07/12/21 12:00:00 AM,0.0,44.334,0.343,5.447,
607,07/12/21 12:30:00 AM,0.0,,,,
608,07/12/21 01:00:00 AM,0.0,,,3.681,
609,07/12/21 01:30:00 AM,0.0,,,,
610,07/12/21 02:00:00 AM,0.0,,,2.730,
611,07/12/21 02:30:00 AM,0.0,,,,
612,07/12/21 03:00:00 AM,0.0,,,1.818,
613,07/12/21 03:30:00 AM,0.0,,,,
614,07/12/21 04:00:00 AM,0.0,,,1.493,
615,07/12/21 04:30:00 AM,0.0,,,,
616,07/12/21 05:00:00 AM,0.0,,,0.729,
617,07/12/21 05:30:00 AM,0.0,,,,
618,07/12/21 06:00:00 AM,43.1,,,0.618,
619,07/12/21 06:30:00 AM,430.6,,,,
620,07/12/21 07:00:00 AM,1076.4,,,4.485,
621,07/12/21 07:30:00 AM,2497.2,,,,
622,07/12/21 08:00:00 AM,3961.1,,,12.486,
623,07/12/21 08:30:00 AM,5338.9,,,,
624,07/12/21 09:00:00 AM,7233.4,,,21.385,
625,07/12/21 09:30:00 AM,9300.1,,,,
626,07/12/21 10:00:00 AM,10333.4,,,30.172,
627,07/12/21 10:30:00 AM,11022.3,,,,
628,07/12/21 11:00:00 AM,10677.8,,,32.188,
629,07/12/21 11:30:00 AM,3444.5,,,,
630,07/12/21 12:00:00 PM,13089.0,,,34.064,
631,07/12/21 12:30:00 PM,5166.7,,,,
632,07/12/21 01:00:00 PM,5166.7,,,29.415,
633,07/12/21 01:30:00 PM,20666.8,,,,
634,07/12/21 02:00:00 PM,20666.8,,,39.459,
635,07/12/21 02:30:00 PM,16533.4,,,,
636,07/12/21 03:00:00 PM,2583.4,,,27.026,
637,07/12/21 03:30:00 PM,11711.2,,,,
638,07/12/21 04:00:00 PM,2238.9,,,25.481,
639,07/12/21 04:30:00 PM,2066.7,,,,
640,07/12/21 05:00:00 PM,2066.7,,,22.668,
641,07/12/21 05:30:00 PM,2238.9,,,,
642,07/12/21 06:00:00 PM,2152.8,,,22.192,
643,07/12/21 06:30:00 PM,1022.6,,,,
644,07/12/21 07:00:00 PM,538.2,,,18.711,
645,07/12/21 07:30:00 PM,290.6,,,,
646,07/12/21 08:00:00 PM,183.0,,,13.261,
647,07/12/21 08:30:00 PM,21.5,,,,
648,07/12/21 09:00:00 PM,0.0,,,9.520,
649,07/12/21 09:30:00 PM,0.0,,,,
650,07/12/21 10:00:00 PM,0.0,,,7.278,
651,07/12/21 10:30:00 PM,0.0,,,,
652,07/12/21 11:00:00 PM,0.0,,,6.064,
653,07/12/21 11:30:00 PM,0.0,,,,
654,07/13/21 12:00:00 AM,0.0,42.878,3.261,7.176,
655,07/13/21 12:30:00 AM,0.0,,,,
656,07/13/21 01:00:00 AM,0.0,,,6.771,
657,07/13/21 01:30:00 AM,0.0,,,,
658,07/13/21 02:00:00 AM,0.0,,,6.824,
659,07/13/21 02:30:00 AM,0.0,,,,
660,07/13/21 03:00:00 AM,0.0,,,6.416,
661,07/13/21 03:30:00 AM,0.0,,,,
662,07/13/21 04:00:00 AM,0.0,,,4.154,
663,07/13/21 04:30:00 AM,0.0,,,,
664,07/13/21 05:00:00 AM,0.0,,,3.366,
665,07/13/21 05:30:00 AM,0.0,,,,
666,07/13/21 06:00:00 AM,64.6,,,4.154,
667,07/13/21 06:30:00 AM,958.0,,,,
668,07/13/21 07:00:00 AM,1194.8,,,9.314,
669,07/13/21 07:30:00 AM,1894.5,,,,
670,07/13/21 08:00:00 AM,5166.7,,,17.371,
671,07/13/21 08:30:00 AM,8266.7,,,,
672,07/13/21 09:00:00 AM,7233.4,,,21.380,
673,07/13/21 09:30:00 AM,10677.8,,,,
674,07/13/21 10:00:00 AM,11022.3,,,31.789,
675,07/13/21 10:30:00 AM,12400.1,,,,
676,07/13/21 11:00:00 AM,7233.4,,,34.693,
677,07/13/21 11:30:00 AM,10333.4,,,,
678,07/13/21 12:00:00 PM,12400.1,,,41.243,
679,07/13/21 12:30:00 PM,12400.1,,,,
680,07/13/21 01:00:00 PM,15844.5,,,39.749,
681,07/13/21 01:30:00 PM,4994.5,,,,
682,07/13/21 02:00:00 PM,10677.8,,,35.944,
683,07/13/21 02:30:00 PM,4994.5,,,,
684,07/13/21 03:00:00 PM,3616.7,,,27.671,
685,07/13/21 03:30:00 PM,7233.4,,,,
686,07/13/21 04:00:00 PM,2497.2,,,24.742,
687,07/13/21 04:30:00 PM,2669.5,,,,
688,07/13/21 05:00:00 PM,1550.0,,,19.186,
689,07/13/21 05:30:00 PM,1722.2,,,,
690,07/13/21 06:00:00 PM,193.8,,,16.236,
691,07/13/21 06:30:00 PM,64.6,,,,
692,07/13/21 07:00:00 PM,53.8,,,12.973,
693,07/13/21 07:30:00 PM,43.1,,,,
694,07/13/21 08:00:00 PM,10.8,,,10.406,
695,07/13/21 08:30:00 PM,0.0,,,,
696,07/13/21 09:00:00 PM,0.0,,,9.867,
697,07/13/21 09:30:00 PM,0.0,,,,
698,07/13/21 10:00:00 PM,0.0,,,9.620,
699,07/13/21 10:30:00 PM,0.0,,,,
700,07/13/21 11:00:00 PM,0.0,,,7.628,
701,07/13/21 11:30:00 PM,0.0,,,,
702,07/14/21 12:00:00 AM,0.0,18.331,2.517,7.229,
703,07/14/21 12:30:00 AM,0.0,,,,
704,07/14/21 01:00:00 AM,0.0,,,7.330,
705,07/14/21 01:30:00 AM,0.0,,,,
706,07/14/21 02:00:00 AM,0.0,,,7.380,
707,07/14/21 02:30:00 AM,0.0,,,,
708,07/14/21 03:00:00 AM,0.0,,,5.037,
709,07/14/21 03:30:00 AM,0.0,,,,
710,07/14/21 04:00:00 AM,0.0,,,4.882,
711,07/14/21 04:30:00 AM,0.0,,,,
712,07/14/21 05:00:00 AM,0.0,,,5.398,
713,07/14/21 05:30:00 AM,0.0,,,,
714,07/14/21 06:00:00 AM,10.8,,,6.165,
715,07/14/21 06:30:00 AM,139.9,,,,
716,07/14/21 07:00:00 AM,301.4,,,7.530,
717,07/14/21 07:30:00 AM,624.3,,,,
718,07/14/21 08:00:00 AM,1334.7,,,10.452,
719,07/14/21 08:30:00 AM,1894.5,,,,
720,07/14/21 09:00:00 AM,2669.5,,,13.124,
721,07/14/21 09:30:00 AM,2325.0,,,,
722,07/14/21 10:00:00 AM,1808.3,,,12.642,
723,07/14/21 10:30:00 AM,1463.9,,,,
724,07/14/21 11:00:00 AM,3444.5,,,14.898,
725,07/14/21 11:30:00 AM,2927.8,,,,
726,07/14/21 12:00:00 PM,850.4,,,11.430,
727,07/14/21 12:30:00 PM,828.8,,,,
728,07/14/21 01:00:00 PM,807.3,,,10.895,
729,07/14/21 01:30:00 PM,1216.3,,,,
730,07/14/21 02:00:00 PM,1636.1,,,12.589,
731,07/14/21 02:30:00 PM,3272.2,,,,
732,07/14/21 03:00:00 PM,2238.9,,,12.691,
733,07/14/21 03:30:00 PM,1636.1,,,,
734,07/14/21 04:00:00 PM,4305.6,,,14.517,
735,07/14/21 04:30:00 PM,2927.8,,,,
736,07/14/21 05:00:00 PM,6200.0,,,16.472,
737,07/14/21 05:30:00 PM,355.2,,,,
738,07/14/21 06:00:00 PM,1022.6,,,10.258,
739,07/14/21 06:30:00 PM,1097.9,,,,
740,07/14/21 07:00:00 PM,979.5,,,9.568,
741,07/14/21 07:30:00 PM,376.7,,,,
742,07/14/21 08:00:00 PM,139.9,,,6.465,
743,07/14/21 08:30:00 PM,21.5,,,,
744,07/14/21 09:00:00 PM,0.0,,,3.945,
745,07/14/21 09:30:00 PM,0.0,,,,
746,07/14/21 10:00:00 PM,0.0,,,3.048,
747,07/14/21 10:30:00 PM,0.0,,,,
748,07/14/21 11:00:00 PM,0.0,,,2.623,
749,07/14/21 11:30:00 PM,0.0,,,,
750,07/15/21 12:00:00 AM,0.0,40.992,-1.341,2.087,
751,07/15/21 12:30:00 AM,0.0,,,,
752,07/15/21 01:00:00 AM,0.0,,,1.111,
753,07/15/21 01:30:00 AM,0.0,,,,
754,07/15/21 02:00:00 AM,0.0,,,0.342,
755,07/15/21 02:30:00 AM,0.0,,,,
756,07/15/21 03:00:00 AM,0.0,,,-0.046,
757,07/15/21 03:30:00 AM,0.0,,,,
758,07/15/21 04:00:00 AM,0.0,,,-0.381,
759,07/15/21 04:30:00 AM,0.0,,,,
760,07/15/21 05:00:00 AM,0.0,,,-0.775,
761,07/15/21 05:30:00 AM,0.0,,,,
762,07/15/21 06:00:00 AM,96.9,,,-1.114,
763,07/15/21 06:30:00 AM,322.9,,,,
764,07/15/21 07:00:00 AM,527.4,,,3.951,
765,07/15/21 07:30:00 AM,5511.1,,,,
766,07/15/21 08:00:00 AM,6544.5,,,13.500,
767,07/15/21 08:30:00 AM,6544.5,,,,
768,07/15/21 09:00:00 AM,8611.2,,,20.524,
769,07/15/21 09:30:00 AM,10333.4,,,,
770,07/15/21 10:00:00 AM,11022.3,,,27.523,
771,07/15/21 10:30:00 AM,1550.0,,,,
772,07/15/21 11:00:00 AM,2755.6,,,27.101,
773,07/15/21 11:30:00 AM,13777.9,,,,
774,07/15/21 12:00:00 PM,11711.2,,,37.826,
775,07/15/21 12:30:00 PM,12400.1,,,,
776,07/15/21 01:00:00 PM,14466.8,,,39.965,
777,07/15/21 01:30:00 PM,18600.1,,,,
778,07/15/21 02:00:00 PM,21355.7,,,35.344,
779,07/15/21 02:30:00 PM,17222.3,,,,
780,07/15/21 03:00:00 PM,2583.4,,,31.030,
781,07/15/21 03:30:00 PM,12400.1,,,,
782,07/15/21 04:00:00 PM,9644.5,,,33.749,
783,07/15/21 04:30:00 PM,7577.8,,,,
784,07/15/21 05:00:00 PM,6200.0,,,29.897,
785,07/15/21 05:30:00 PM,5511.1,,,,
786,07/15/21 06:00:00 PM,2669.5,,,24.121,
787,07/15/21 06:30:00 PM,2497.2,,,,
788,07/15/21 07:00:00 PM,1722.2,,,19.853,
789,07/15/21 07:30:00 PM,914.9,,,,
790,07/15/21 08:00:00 PM,355.2,,,13.601,
791,07/15/21 08:30:00 PM,32.3,,,,
792,07/15/21 09:00:00 PM,0.0,,,9.521,
793,07/15/21 09:30:00 PM,0.0,,,,
794,07/15/21 10:00:00 PM,0.0,,,8.282,
795,07/15/21 10:30:00 PM,0.0,,,,
796,07/15/21 11:00:00 PM,0.0,,,8.480,
797,07/15/21 11:30:00 PM,0.0,,,,
798,07/16/21 12:00:00 AM,0.0,32.394,1.330,7.076,
799,07/16/21 12:30:00 AM,0.0,,,,
800,07/16/21 01:00:00 AM,0.0,,,5.087,
801,07/16/21 01:30:00 AM,0.0,,,,
802,07/16/21 02:00:00 AM,0.0,,,3.682,
803,07/16/21 02:30:00 AM,0.0,,,,
804,07/16/21 03:00:00 AM,0.0,,,2.784,
805,07/16/21 03:30:00 AM,0.0,,,,
806,07/16/21 04:00:00 AM,0.0,,,2.087,
807,07/16/21 04:30:00 AM,0.0,,,,
808,07/16/21 05:00:00 AM,0.0,,,1.979,
809,07/16/21 05:30:00 AM,0.0,,,,
810,07/16/21 06:00:00 AM,75.3,,,1.439,
811,07/16/21 06:30:00 AM,312.2,,,,
812,07/16/21 07:00:00 AM,559.7,,,7.173,
813,07/16/21 07:30:00 AM,5511.1,,,,
814,07/16/21 08:00:00 AM,6544.5,,,18.235,
815,07/16/21 08:30:00 AM,6544.5,,,,
816,07/16/21 09:00:00 AM,9300.1,,,25.284,
817,07/16/21 09:30:00 AM,10333.4,,,,
818,07/16/21 10:00:00 AM,12400.1,,,32.188,
819,07/16/21 10:30:00 AM,8611.2,,,,
820,07/16/21 11:00:00 AM,9644.5,,,25.392,
821,07/16/21 11:30:00 AM,1722.2,,,,
822,07/16/21 12:00:00 PM,5166.7,,,22.238,
823,07/16/21 12:30:00 PM,2669.5,,,,
824,07/16/21 01:00:00 PM,4477.8,,,24.014,
825,07/16/21 01:30:00 PM,5166.7,,,,
826,07/16/21 02:00:00 PM,10677.8,,,28.858,
827,07/16/21 02:30:00 PM,2669.5,,,,
828,07/16/21 03:00:00 PM,2927.8,,,25.180,
829,07/16/21 03:30:00 PM,4305.6,,,,
830,07/16/21 04:00:00 PM,10677.8,,,26.345,
831,07/16/21 04:30:00 PM,1636.1,,,,
832,07/16/21 05:00:00 PM,3100.0,,,22.240,
833,07/16/21 05:30:00 PM,1980.6,,,,
834,07/16/21 06:00:00 PM,2583.4,,,21.046,
835,07/16/21 06:30:00 PM,2497.2,,,,
836,07/16/21 07:00:00 PM,764.2,,,17.902,
837,07/16/21 07:30:00 PM,183.0,,,,
838,07/16/21 08:00:00 PM,193.8,,,12.930,
839,07/16/21 08:30:00 PM,10.8,,,,
840,07/16/21 09:00:00 PM,0.0,,,11.188,
841,07/16/21 09:30:00 PM,0.0,,,,
842,07/16/21 10:00:00 PM,0.0,,,9.521,
843,07/16/21 10:30:00 PM,0.0,,,,
844,07/16/21 11:00:00 PM,0.0,,,7.632,
845,07/16/21 11:30:00 PM,0.0,,,,
846,07/17/21 12:00:00 AM,0.0,39.843,2.517,6.369,
847,07/17/21 12:30:00 AM,0.0,,,,
848,07/17/21 01:00:00 AM,0.0,,,4.571,
849,07/17/21 01:30:00 AM,0.0,,,,
850,07/17/21 02:00:00 AM,0.0,,,3.997,
851,07/17/21 02:30:00 AM,0.0,,,,
852,07/17/21 03:00:00 AM,0.0,,,3.892,
853,07/17/21 03:30:00 AM,0.0,,,,
854,07/17/21 04:00:00 AM,0.0,,,4.934,
855,07/17/21 04:30:00 AM,0.0,,,,
856,07/17/21 05:00:00 AM,0.0,,,3.524,
857,07/17/21 05:30:00 AM,0.0,,,,
858,07/17/21 06:00:00 AM,53.8,,,2.623,
859,07/17/21 06:30:00 AM,269.1,,,,
860,07/17/21 07:00:00 AM,419.8,,,7.901,
861,07/17/21 07:30:00 AM,5511.1,,,,
862,07/17/21 08:00:00 AM,6200.0,,,17.521,
863,07/17/21 08:30:00 AM,6200.0,,,,
864,07/17/21 09:00:00 AM,8611.2,,,24.312,
