"Plot Title: Hobo#22-SN10793186"
"#","Date Time, GMT-06:00","Intensity, Lux (LGR S/N: 10793186, SEN S/N: 10793186)","Avg: Hourly Temperature, °C (LGR S/N: 10793186)","Max: Daily Temperature, °C (LGR S/N: 10793186)","Min: Daily Temperature, °C (LGR S/N: 10793186)","Host Connected (LGR S/N: 10793186)","Coupler Attached (LGR S/N: 10793186)","Coupler Detached (LGR S/N: 10793186)","Stopped (LGR S/N: 10793186)","End Of File (LGR S/N: 10793186)"
1631,08/01/21 10:30:00 AM,11711.2,,,,,,,,
1632,08/01/21 11:00:00 AM,9644.5,21.622,,,,,,,
1633,08/01/21 11:30:00 AM,15155.7,,,,,,,,
1634,08/01/21 12:00:00 PM,16533.4,29.572,,,,,,,
1635,08/01/21 12:30:00 PM,13777.9,,,,,,,,
1636,08/01/21 01:00:00 PM,27555.7,38.925,,,,,,,
1637,08/01/21 01:30:00 PM,28933.5,,,,,,,,
1638,08/01/21 02:00:00 PM,22044.6,26.793,,,,,,,
1639,08/01/21 02:30:00 PM,4994.5,,,,,,,,
1640,08/01/21 03:00:00 PM,2152.8,13.361,,,,,,,
1641,08/01/21 03:30:00 PM,914.9,,,,,,,,
1642,08/01/21 04:00:00 PM,1108.7,12.255,,,,,,,
1643,08/01/21 04:30:00 PM,1636.1,,,,,,,,
1644,08/01/21 05:00:00 PM,3616.7,14.803,,,,,,,
1645,08/01/21 05:30:00 PM,4822.3,,,,,,,,
1646,08/01/21 06:00:00 PM,3788.9,14.804,,,,,,,
1647,08/01/21 06:30:00 PM,2325.0,,,,,,,,
1648,08/01/21 07:00:00 PM,1550.0,13.221,,,,,,,
1649,08/01/21 07:30:00 PM,990.3,,,,,,,,
1650,08/01/21 08:00:00 PM,118.4,11.964,,,,,,,
1651,08/01/21 08:30:00 PM,0.0,,,,,,,,
1652,08/01/21 09:00:00 PM,0.0,11.041,,,,,,,
1653,08/01/21 09:30:00 PM,0.0,,,,,,,,
1654,08/01/21 10:00:00 PM,0.0,11.285,,,,,,,
1655,08/01/21 10:30:00 PM,0.0,,,,,,,,
1656,08/01/21 11:00:00 PM,0.0,11.138,,,,,,,
1657,08/01/21 11:30:00 PM,0.0,,,,,,,,
1658,08/02/21 12:00:00 AM,0.0,9.767,32.394,7.079,,,,,
1659,08/02/21 12:30:00 AM,0.0,,,,,,,,
1660,08/02/21 01:00:00 AM,0.0,10.454,,,,,,,
1661,08/02/21 01:30:00 AM,0.0,,,,,,,,
1662,08/02/21 02:00:00 AM,0.0,10.992,,,,,,,
1663,08/02/21 02:30:00 AM,0.0,,,,,,,,
1664,08/02/21 03:00:00 AM,0.0,11.090,,,,,,,
1665,08/02/21 03:30:00 AM,0.0,,,,,,,,
1666,08/02/21 04:00:00 AM,0.0,10.846,,,,,,,
1667,08/02/21 04:30:00 AM,0.0,,,,,,,,
1668,08/02/21 05:00:00 AM,0.0,10.553,,,,,,,
1669,08/02/21 05:30:00 AM,0.0,,,,,,,,
1670,08/02/21 06:00:00 AM,0.0,10.308,,,,,,,
1671,08/02/21 06:30:00 AM,559.7,,,,,,,,
1672,08/02/21 07:00:00 AM,376.7,11.090,,,,,,,
1673,08/02/21 07:30:00 AM,624.3,,,,,,,,
1674,08/02/21 08:00:00 AM,4305.6,13.893,,,,,,,
1675,08/02/21 08:30:00 AM,3961.1,,,,,,,,
1676,08/02/21 09:00:00 AM,3100.0,14.468,,,,,,,
1677,08/02/21 09:30:00 AM,5166.7,,,,,,,,
1678,08/02/21 10:00:00 AM,4305.6,18.091,,,,,,,
1679,08/02/21 10:30:00 AM,12400.1,,,,,,,,
1680,08/02/21 11:00:00 AM,14466.8,22.765,,,,,,,
1681,08/02/21 11:30:00 AM,9300.1,,,,,,,,
1682,08/02/21 12:00:00 PM,17222.3,26.637,,,,,,,
1683,08/02/21 12:30:00 PM,9300.1,,,,,,,,
1684,08/02/21 01:00:00 PM,10333.4,24.718,,,,,,,
1685,08/02/21 01:30:00 PM,13089.0,,,,,,,,
1686,08/02/21 02:00:00 PM,13777.9,27.699,,,,,,,
1687,08/02/21 02:30:00 PM,9300.1,,,,,,,,
1688,08/02/21 03:00:00 PM,11022.3,25.641,,,,,,,
1689,08/02/21 03:30:00 PM,6200.0,,,,,,,,
1690,08/02/21 04:00:00 PM,4305.6,20.948,,,,,,,
1691,08/02/21 04:30:00 PM,3788.9,,,,,,,,
1692,08/02/21 05:00:00 PM,7577.8,20.330,,,,,,,
1693,08/02/21 05:30:00 PM,6544.5,,,,,,,,
1694,08/02/21 06:00:00 PM,6200.0,21.139,,,,,,,
1695,08/02/21 06:30:00 PM,4994.5,,,,,,,,
1696,08/02/21 07:00:00 PM,3616.7,17.569,,,,,,,
1697,08/02/21 07:30:00 PM,2411.1,,,,,,,,
1698,08/02/21 08:00:00 PM,301.4,12.590,,,,,,,
1699,08/02/21 08:30:00 PM,0.0,,,,,,,,
1700,08/02/21 09:00:00 PM,0.0,10.111,,,,,,,
1701,08/02/21 09:30:00 PM,0.0,,,,,,,,
1702,08/02/21 10:00:00 PM,0.0,9.226,,,,,,,
1703,08/02/21 10:30:00 PM,0.0,,,,,,,,
1704,08/02/21 11:00:00 PM,0.0,7.630,,,,,,,
1705,08/02/21 11:30:00 PM,0.0,,,,,,,,
1706,08/03/21 12:00:00 AM,0.0,6.776,26.000,6.674,,,,,
1707,08/03/21 12:30:00 AM,0.0,,,,,,,,
1708,08/03/21 01:00:00 AM,0.0,7.079,,,,,,,
1709,08/03/21 01:30:00 AM,0.0,,,,,,,,
1710,08/03/21 02:00:00 AM,0.0,7.682,,,,,,,
1711,08/03/21 02:30:00 AM,0.0,,,,,,,,
1712,08/03/21 03:00:00 AM,0.0,7.832,,,,,,,
1713,08/03/21 03:30:00 AM,0.0,,,,,,,,
1714,08/03/21 04:00:00 AM,0.0,7.982,,,,,,,
1715,08/03/21 04:30:00 AM,0.0,,,,,,,,
1716,08/03/21 05:00:00 AM,0.0,7.982,,,,,,,
1717,08/03/21 05:30:00 AM,0.0,,,,,,,,
1718,08/03/21 06:00:00 AM,0.0,8.232,,,,,,,
1719,08/03/21 06:30:00 AM,419.8,,,,,,,,
1720,08/03/21 07:00:00 AM,635.1,10.694,,,,,,,
1721,08/03/21 07:30:00 AM,3444.5,,,,,,,,
1722,08/03/21 08:00:00 AM,2238.9,13.893,,,,,,,
1723,08/03/21 08:30:00 AM,5166.7,,,,,,,,
1724,08/03/21 09:00:00 AM,5511.1,16.378,,,,,,,
1725,08/03/21 09:30:00 AM,7233.4,,,,,,,,
1726,08/03/21 10:00:00 AM,5511.1,18.901,,,,,,,
1727,08/03/21 10:30:00 AM,6544.5,,,,,,,,
1728,08/03/21 11:00:00 AM,10677.8,24.502,,,,,,,
1729,08/03/21 11:30:00 AM,13089.0,,,,,,,,
1730,08/03/21 12:00:00 PM,5511.1,17.282,,,,,,,
1731,08/03/21 12:30:00 PM,5166.7,,,,,,,,
1732,08/03/21 01:00:00 PM,6544.5,16.855,,,,,,,
1733,08/03/21 01:30:00 PM,21.5,,,,,,,,
1734,08/03/21 02:00:00 PM,21.5,18.663,,,,,,,
1735,08/03/21 02:30:00 PM,10.8,,,,,,,,
1736,08/03/21 03:00:00 PM,21.5,19.615,,,,,,,
1737,08/03/21 03:30:00 PM,53.8,,,,,,,,
1738,08/03/21 04:00:00 PM,96.9,19.805,,,,,,,
1739,08/03/21 04:30:00 PM,43.1,,,,,,,,
1740,08/03/21 05:00:00 PM,32.3,19.805,,,,,,,
1741,08/03/21 05:30:00 PM,32.3,,,,,,,,
1742,08/03/21 06:00:00 PM,21.5,20.043,,,,,,,
1743,08/03/21 06:30:00 PM,43.1,,,,,,,,
1744,08/03/21 07:00:00 PM,21.5,20.234,,,,,,,
1745,08/03/21 07:30:00 PM,21.5,,,,,,,,
1746,08/03/21 08:00:00 PM,21.5,20.186,,,,,,,
1747,08/03/21 08:30:00 PM,0.0,,,,,,,,
1748,08/03/21 09:00:00 PM,0.0,20.138,,,,,,,
1749,08/03/21 09:30:00 PM,0.0,,,,,,,,
1750,08/03/21 10:00:00 PM,0.0,20.090,,,,,,,
1751,08/03/21 10:30:00 PM,0.0,,,,,,,,
1752,08/03/21 11:00:00 PM,0.0,20.043,,,,,,,
1753,08/03/21 11:30:00 PM,0.0,,,,,,,,
1754,08/04/21 12:00:00 AM,0.0,19.900,19.948,19.377,,,,,
1755,08/04/21 12:30:00 AM,0.0,,,,,,,,
1756,08/04/21 01:00:00 AM,0.0,19.805,,,,,,,
1757,08/04/21 01:30:00 AM,0.0,,,,,,,,
1758,08/04/21 02:00:00 AM,0.0,19.614,,,,,,,
1759,08/04/21 02:30:00 AM,0.0,,,,,,,,
1760,08/04/21 03:00:00 AM,0.0,19.472,,,,,,,
1761,08/04/21 03:30:00 AM,0.0,,,,,,,,
1762,08/04/21 04:00:00 AM,0.0,19.424,,,,,,,
1763,08/04/21 04:30:00 AM,0.0,,,,,,,,
1764,08/04/21 05:00:00 AM,0.0,19.567,,,,,,,
1765,08/04/21 05:30:00 AM,0.0,,,,,,,,
1766,08/04/21 06:00:00 AM,0.0,19.424,,,,,,,
1767,08/04/21 06:30:00 AM,0.0,,,,,,,,
1768,08/04/21 07:00:00 AM,0.0,19.567,,,,,,,
1769,08/04/21 07:30:00 AM,0.0,,,,,,,,
1770,08/04/21 08:00:00 AM,0.0,19.424,,,,,,,
1771,08/04/21 08:30:00 AM,32.3,,,,,,,,
1772,08/04/21 09:00:00 AM,32.3,19.520,,,,,,,
1773,08/04/21 09:30:00 AM,43.1,,,,,,,,
1774,08/04/21 10:00:00 AM,53.8,19.758,,,,,,,
1775,08/04/21 10:30:00 AM,64.6,,,,,,,,
1776,08/04/21 11:00:00 AM,32.3,19.662,,,,,,,
1777,08/04/21 11:30:00 AM,64.6,,,,,,,,
1778,08/04/21 11:45:13 AM,,,,,Logged,,,,
1779,08/04/21 11:45:14 AM,,,,,,Logged,,,
1780,08/04/21 11:48:41 AM,,,,,,,Logged,,
1781,08/04/21 11:48:45 AM,,,,,Logged,Logged,,,
1782,08/04/21 11:48:53 AM,,,,,,,Logged,,
1783,08/04/21 11:48:57 AM,,,,,Logged,Logged,,,
1784,08/04/21 11:49:38 AM,,,,,,,,Logged,Logged
