"Plot Title: Hobo 3 - S/N10369065"
"#","Date Time, GMT-06:00","Intensity, Lux (LGR S/N: 10369065, SEN S/N: 10369065)","Avg: Daily Temperature, °C (LGR S/N: 10369065)","Max: Hourly Temperature, °C (LGR S/N: 10369065)","Min: Hourly Temperature, °C (LGR S/N: 10369065)","Coupler Attached (LGR S/N: 10369065)","Host Connected (LGR S/N: 10369065)","Stopped (LGR S/N: 10369065)","End Of File (LGR S/N: 10369065)"
437,07/10/21 03:30:00 PM,11022.3,,,,,,,
438,07/10/21 04:00:00 PM,9644.5,,31.676,30.862,,,,
439,07/10/21 04:30:00 PM,8266.7,,,,,,,
440,07/10/21 05:00:00 PM,7233.4,,29.352,29.352,,,,
441,07/10/21 05:30:00 PM,6200.0,,,,,,,
442,07/10/21 06:00:00 PM,4994.5,,26.977,25.708,,,,
443,07/10/21 06:30:00 PM,3961.1,,,,,,,
444,07/10/21 07:00:00 PM,2755.6,,23.581,15.855,,,,
445,07/10/21 07:30:00 PM,495.1,,,,,,,
446,07/10/21 08:00:00 PM,312.2,,12.594,9.965,,,,
447,07/10/21 08:30:00 PM,64.6,,,,,,,
448,07/10/21 09:00:00 PM,0.0,,9.669,8.581,,,,
449,07/10/21 09:30:00 PM,0.0,,,,,,,
450,07/10/21 10:00:00 PM,0.0,,8.879,8.581,,,,
451,07/10/21 10:30:00 PM,0.0,,,,,,,
452,07/10/21 11:00:00 PM,0.0,,9.176,7.983,,,,
453,07/10/21 11:30:00 PM,0.0,,,,,,,
454,07/11/21 12:00:00 AM,0.0,14.748,6.370,5.141,,,,
455,07/11/21 12:30:00 AM,0.0,,,,,,,
456,07/11/21 01:00:00 AM,0.0,,3.155,1.980,,,,
457,07/11/21 01:30:00 AM,0.0,,,,,,,
458,07/11/21 02:00:00 AM,0.0,,1.439,1.330,,,,
459,07/11/21 02:30:00 AM,0.0,,,,,,,
460,07/11/21 03:00:00 AM,0.0,,1.112,0.893,,,,
461,07/11/21 03:30:00 AM,0.0,,,,,,,
462,07/11/21 04:00:00 AM,0.0,,0.563,0.343,,,,
463,07/11/21 04:30:00 AM,0.0,,,,,,,
464,07/11/21 05:00:00 AM,0.0,,0.232,0.010,,,,
465,07/11/21 05:30:00 AM,0.0,,,,,,,
466,07/11/21 06:00:00 AM,32.3,,0.343,-0.102,,,,
467,07/11/21 06:30:00 AM,269.1,,,,,,,
468,07/11/21 07:00:00 AM,505.9,,3.472,1.439,,,,
469,07/11/21 07:30:00 AM,818.1,,,,,,,
470,07/11/21 08:00:00 AM,2755.6,,14.900,8.282,,,,
471,07/11/21 08:30:00 AM,3788.9,,,,,,,
472,07/11/21 09:00:00 AM,4133.4,,19.567,17.284,,,,
473,07/11/21 09:30:00 AM,4477.8,,,,,,,
474,07/11/21 10:00:00 AM,4994.5,,24.931,22.046,,,,
475,07/11/21 10:30:00 AM,6544.5,,,,,,,
476,07/11/21 11:00:00 AM,7577.8,,30.457,27.764,,,,
477,07/11/21 11:30:00 AM,8611.2,,,,,,,
478,07/11/21 12:00:00 PM,9644.5,,31.472,31.166,,,,
479,07/11/21 12:30:00 PM,9300.1,,,,,,,
480,07/11/21 01:00:00 PM,13777.9,,34.163,32.704,,,,
481,07/11/21 01:30:00 PM,15155.7,,,,,,,
482,07/11/21 02:00:00 PM,14466.8,,34.268,32.704,,,,
483,07/11/21 02:30:00 PM,12400.1,,,,,,,
484,07/11/21 03:00:00 PM,9644.5,,31.064,30.356,,,,
485,07/11/21 03:30:00 PM,8611.2,,,,,,,
486,07/11/21 04:00:00 PM,7577.8,,31.064,30.054,,,,
487,07/11/21 04:30:00 PM,6544.5,,,,,,,
488,07/11/21 05:00:00 PM,5511.1,,28.258,26.488,,,,
489,07/11/21 05:30:00 PM,5166.7,,,,,,,
490,07/11/21 06:00:00 PM,3961.1,,25.805,23.484,,,,
491,07/11/21 06:30:00 PM,3100.0,,,,,,,
492,07/11/21 07:00:00 PM,2066.7,,21.091,15.187,,,,
493,07/11/21 07:30:00 PM,656.6,,,,,,,
494,07/11/21 08:00:00 PM,355.2,,11.916,9.275,,,,
495,07/11/21 08:30:00 PM,43.1,,,,,,,
496,07/11/21 09:00:00 PM,0.0,,6.775,5.962,,,,
497,07/11/21 09:30:00 PM,0.0,,,,,,,
498,07/11/21 10:00:00 PM,0.0,,5.757,5.037,,,,
499,07/11/21 10:30:00 PM,0.0,,,,,,,
500,07/11/21 11:00:00 PM,0.0,,5.655,5.244,,,,
501,07/11/21 11:30:00 PM,0.0,,,,,,,
502,07/12/21 12:00:00 AM,0.0,16.281,4.311,3.472,,,,
503,07/12/21 12:30:00 AM,0.0,,,,,,,
504,07/12/21 01:00:00 AM,0.0,,3.683,2.943,,,,
505,07/12/21 01:30:00 AM,0.0,,,,,,,
506,07/12/21 02:00:00 AM,0.0,,2.517,2.410,,,,
507,07/12/21 02:30:00 AM,0.0,,,,,,,
508,07/12/21 03:00:00 AM,0.0,,2.303,1.872,,,,
509,07/12/21 03:30:00 AM,0.0,,,,,,,
510,07/12/21 04:00:00 AM,0.0,,1.548,1.330,,,,
511,07/12/21 04:30:00 AM,0.0,,,,,,,
512,07/12/21 05:00:00 AM,0.0,,1.330,1.112,,,,
513,07/12/21 05:30:00 AM,0.0,,,,,,,
514,07/12/21 06:00:00 AM,21.5,,1.656,1.003,,,,
515,07/12/21 06:30:00 AM,269.1,,,,,,,
516,07/12/21 07:00:00 AM,559.7,,4.207,2.517,,,,
517,07/12/21 07:30:00 AM,818.1,,,,,,,
518,07/12/21 08:00:00 AM,2755.6,,14.804,8.680,,,,
519,07/12/21 08:30:00 AM,3788.9,,,,,,,
520,07/12/21 09:00:00 AM,4305.6,,21.091,18.521,,,,
521,07/12/21 09:30:00 AM,4650.0,,,,,,,
522,07/12/21 10:00:00 AM,4994.5,,24.641,21.951,,,,
523,07/12/21 10:30:00 AM,6200.0,,,,,,,
524,07/12/21 11:00:00 AM,7577.8,,30.659,27.862,,,,
525,07/12/21 11:30:00 AM,9300.1,,,,,,,
526,07/12/21 12:00:00 PM,3272.2,,33.535,30.054,,,,
527,07/12/21 12:30:00 PM,12400.1,,,,,,,
528,07/12/21 01:00:00 PM,16533.4,,36.837,36.187,,,,
529,07/12/21 01:30:00 PM,4650.0,,,,,,,
530,07/12/21 02:00:00 PM,18600.1,,34.903,34.585,,,,
531,07/12/21 02:30:00 PM,15844.5,,,,,,,
532,07/12/21 03:00:00 PM,12400.1,,37.384,33.953,,,,
533,07/12/21 03:30:00 PM,10677.8,,,,,,,
534,07/12/21 04:00:00 PM,9300.1,,34.691,32.188,,,,
535,07/12/21 04:30:00 PM,7577.8,,,,,,,
536,07/12/21 05:00:00 PM,6544.5,,30.760,30.255,,,,
537,07/12/21 05:30:00 PM,5511.1,,,,,,,
538,07/12/21 06:00:00 PM,1280.9,,25.902,24.835,,,,
539,07/12/21 06:30:00 PM,3788.9,,,,,,,
540,07/12/21 07:00:00 PM,2755.6,,24.351,19.187,,,,
541,07/12/21 07:30:00 PM,667.4,,,,,,,
542,07/12/21 08:00:00 PM,430.6,,16.237,11.916,,,,
543,07/12/21 08:30:00 PM,10.8,,,,,,,
544,07/12/21 09:00:00 PM,0.0,,9.472,7.682,,,,
545,07/12/21 09:30:00 PM,0.0,,,,,,,
546,07/12/21 10:00:00 PM,0.0,,6.877,6.064,,,,
547,07/12/21 10:30:00 PM,0.0,,,,,,,
548,07/12/21 11:00:00 PM,0.0,,10.455,6.775,,,,
549,07/12/21 11:30:00 PM,0.0,,,,,,,
550,07/13/21 12:00:00 AM,0.0,14.128,9.472,7.481,,,,
551,07/13/21 12:30:00 AM,0.0,,,,,,,
552,07/13/21 01:00:00 AM,0.0,,5.655,5.450,,,,
553,07/13/21 01:30:00 AM,0.0,,,,,,,
554,07/13/21 02:00:00 AM,0.0,,6.877,6.370,,,,
555,07/13/21 02:30:00 AM,0.0,,,,,,,
556,07/13/21 03:00:00 AM,0.0,,6.471,5.244,,,,
557,07/13/21 03:30:00 AM,0.0,,,,,,,
558,07/13/21 04:00:00 AM,0.0,,4.727,4.415,,,,
559,07/13/21 04:30:00 AM,0.0,,,,,,,
560,07/13/21 05:00:00 AM,0.0,,3.788,3.367,,,,
561,07/13/21 05:30:00 AM,0.0,,,,,,,
562,07/13/21 06:00:00 AM,43.1,,4.727,3.261,,,,
563,07/13/21 06:30:00 AM,376.7,,,,,,,
564,07/13/21 07:00:00 AM,473.6,,7.882,5.552,,,,
565,07/13/21 07:30:00 AM,828.8,,,,,,,
566,07/13/21 08:00:00 AM,1248.6,,12.594,11.722,,,,
567,07/13/21 08:30:00 AM,1054.9,,,,,,,
568,07/13/21 09:00:00 AM,2927.8,,21.855,19.092,,,,
569,07/13/21 09:30:00 AM,3961.1,,,,,,,
570,07/13/21 10:00:00 AM,5166.7,,24.931,21.664,,,,
571,07/13/21 10:30:00 AM,5511.1,,,,,,,
572,07/13/21 11:00:00 AM,6200.0,,32.911,28.655,,,,
573,07/13/21 11:30:00 AM,9300.1,,,,,,,
574,07/13/21 12:00:00 PM,3272.2,,30.054,29.953,,,,
575,07/13/21 12:30:00 PM,12400.1,,,,,,,
576,07/13/21 01:00:00 PM,11022.3,,36.403,32.911,,,,
577,07/13/21 01:30:00 PM,19289.0,,,,,,,
578,07/13/21 02:00:00 PM,2669.5,,25.416,20.138,,,,
579,07/13/21 02:30:00 PM,1377.8,,,,,,,
580,07/13/21 03:00:00 PM,3272.2,,22.142,22.046,,,,
581,07/13/21 03:30:00 PM,2497.2,,,,,,,
582,07/13/21 04:00:00 PM,2755.6,,22.908,21.091,,,,
583,07/13/21 04:30:00 PM,1087.2,,,,,,,
584,07/13/21 05:00:00 PM,947.2,,18.045,17.570,,,,
585,07/13/21 05:30:00 PM,871.9,,,,,,,
586,07/13/21 06:00:00 PM,21.5,,15.664,12.980,,,,
587,07/13/21 06:30:00 PM,10.8,,,,,,,
588,07/13/21 07:00:00 PM,21.5,,9.768,9.373,,,,
589,07/13/21 07:30:00 PM,21.5,,,,,,,
590,07/13/21 08:00:00 PM,21.5,,9.472,9.472,,,,
591,07/13/21 08:30:00 PM,0.0,,,,,,,
592,07/13/21 09:00:00 PM,0.0,,9.275,9.275,,,,
593,07/13/21 09:30:00 PM,0.0,,,,,,,
594,07/13/21 10:00:00 PM,0.0,,8.581,7.983,,,,
595,07/13/21 10:30:00 PM,0.0,,,,,,,
596,07/13/21 11:00:00 PM,0.0,,6.877,6.573,,,,
597,07/13/21 11:30:00 PM,0.0,,,,,,,
598,07/14/21 12:00:00 AM,0.0,8.290,7.582,7.381,,,,
599,07/14/21 12:30:00 AM,0.0,,,,,,,
600,07/14/21 01:00:00 AM,0.0,,7.582,7.179,,,,
601,07/14/21 01:30:00 AM,0.0,,,,,,,
602,07/14/21 02:00:00 AM,0.0,,5.962,5.141,,,,
603,07/14/21 02:30:00 AM,0.0,,,,,,,
604,07/14/21 03:00:00 AM,0.0,,4.415,4.415,,,,
605,07/14/21 03:30:00 AM,0.0,,,,,,,
606,07/14/21 04:00:00 AM,0.0,,5.347,5.141,,,,
607,07/14/21 04:30:00 AM,0.0,,,,,,,
608,07/14/21 05:00:00 AM,0.0,,6.775,6.064,,,,
609,07/14/21 05:30:00 AM,0.0,,,,,,,
610,07/14/21 06:00:00 AM,0.0,,7.280,7.079,,,,
611,07/14/21 06:30:00 AM,64.6,,,,,,,
612,07/14/21 07:00:00 AM,86.1,,7.682,7.481,,,,
613,07/14/21 07:30:00 AM,107.6,,,,,,,
614,07/14/21 08:00:00 AM,290.6,,8.879,7.983,,,,
615,07/14/21 08:30:00 AM,796.5,,,,,,,
616,07/14/21 09:00:00 AM,925.7,,10.944,10.651,,,,
617,07/14/21 09:30:00 AM,1808.3,,,,,,,
618,07/14/21 10:00:00 AM,1377.8,,11.139,10.748,,,,
619,07/14/21 10:30:00 AM,1108.7,,,,,,,
620,07/14/21 11:00:00 AM,1130.2,,11.334,9.965,,,,
621,07/14/21 11:30:00 AM,1302.4,,,,,,,
622,07/14/21 12:00:00 PM,495.1,,9.866,9.373,,,,
623,07/14/21 12:30:00 PM,1033.3,,,,,,,
624,07/14/21 01:00:00 PM,914.9,,10.651,9.176,,,,
625,07/14/21 01:30:00 PM,1259.4,,,,,,,
626,07/14/21 02:00:00 PM,2583.4,,13.076,12.013,,,,
627,07/14/21 02:30:00 PM,3616.7,,,,,,,
628,07/14/21 03:00:00 PM,1636.1,,14.517,12.497,,,,
629,07/14/21 03:30:00 PM,3616.7,,,,,,,
630,07/14/21 04:00:00 PM,4133.4,,19.662,18.236,,,,
631,07/14/21 04:30:00 PM,5166.7,,,,,,,
632,07/14/21 05:00:00 PM,139.9,,8.581,7.882,,,,
633,07/14/21 05:30:00 PM,1001.0,,,,,,,
634,07/14/21 06:00:00 PM,1162.5,,11.528,7.882,,,,
635,07/14/21 06:30:00 PM,4477.8,,,,,,,
636,07/14/21 07:00:00 PM,1980.6,,12.690,7.582,,,,
637,07/14/21 07:30:00 PM,236.8,,,,,,,
638,07/14/21 08:00:00 PM,53.8,,6.064,4.623,,,,
639,07/14/21 08:30:00 PM,10.8,,,,,,,
640,07/14/21 09:00:00 PM,0.0,,3.683,3.049,,,,
641,07/14/21 09:30:00 PM,0.0,,,,,,,
642,07/14/21 10:00:00 PM,0.0,,2.517,2.410,,,,
643,07/14/21 10:30:00 PM,0.0,,,,,,,
644,07/14/21 11:00:00 PM,0.0,,3.261,2.943,,,,
645,07/14/21 11:30:00 PM,0.0,,,,,,,
646,07/15/21 12:00:00 AM,0.0,13.492,3.049,2.303,,,,
647,07/15/21 12:30:00 AM,0.0,,,,,,,
648,07/15/21 01:00:00 AM,0.0,,1.330,0.893,,,,
649,07/15/21 01:30:00 AM,0.0,,,,,,,
650,07/15/21 02:00:00 AM,0.0,,1.003,1.003,,,,
651,07/15/21 02:30:00 AM,0.0,,,,,,,
652,07/15/21 03:00:00 AM,0.0,,1.221,1.003,,,,
653,07/15/21 03:30:00 AM,0.0,,,,,,,
654,07/15/21 04:00:00 AM,0.0,,1.003,1.003,,,,
655,07/15/21 04:30:00 AM,0.0,,,,,,,
656,07/15/21 05:00:00 AM,0.0,,0.453,-0.102,,,,
657,07/15/21 05:30:00 AM,0.0,,,,,,,
658,07/15/21 06:00:00 AM,32.3,,-0.325,-0.437,,,,
659,07/15/21 06:30:00 AM,118.4,,,,,,,
660,07/15/21 07:00:00 AM,183.0,,1.656,0.563,,,,
661,07/15/21 07:30:00 AM,398.3,,,,,,,
662,07/15/21 08:00:00 AM,3444.5,,12.883,8.082,,,,
663,07/15/21 08:30:00 AM,4305.6,,,,,,,
664,07/15/21 09:00:00 AM,4822.3,,16.808,14.613,,,,
665,07/15/21 09:30:00 AM,5166.7,,,,,,,
666,07/15/21 10:00:00 AM,4994.5,,18.996,18.140,,,,
667,07/15/21 10:30:00 AM,6200.0,,,,,,,
668,07/15/21 11:00:00 AM,8266.7,,24.931,23.004,,,,
669,07/15/21 11:30:00 AM,9300.1,,,,,,,
670,07/15/21 12:00:00 PM,1980.6,,30.659,26.879,,,,
671,07/15/21 12:30:00 PM,9644.5,,,,,,,
672,07/15/21 01:00:00 PM,17911.2,,35.435,34.268,,,,
673,07/15/21 01:30:00 PM,20666.8,,,,,,,
674,07/15/21 02:00:00 PM,19977.9,,36.728,34.479,,,,
675,07/15/21 02:30:00 PM,15844.5,,,,,,,
676,07/15/21 03:00:00 PM,13777.9,,33.222,28.953,,,,
677,07/15/21 03:30:00 PM,11022.3,,,,,,,
678,07/15/21 04:00:00 PM,9644.5,,30.963,29.953,,,,
679,07/15/21 04:30:00 PM,9300.1,,,,,,,
680,07/15/21 05:00:00 PM,7233.4,,28.754,25.513,,,,
681,07/15/21 05:30:00 PM,5511.1,,,,,,,
682,07/15/21 06:00:00 PM,516.7,,18.236,14.517,,,,
683,07/15/21 06:30:00 PM,505.9,,,,,,,
684,07/15/21 07:00:00 PM,355.2,,12.497,11.236,,,,
685,07/15/21 07:30:00 PM,473.6,,,,,,,
686,07/15/21 08:00:00 PM,269.1,,10.161,8.581,,,,
687,07/15/21 08:30:00 PM,21.5,,,,,,,
688,07/15/21 09:00:00 PM,0.0,,8.879,8.779,,,,
689,07/15/21 09:30:00 PM,0.0,,,,,,,
690,07/15/21 10:00:00 PM,0.0,,7.582,6.775,,,,
691,07/15/21 10:30:00 PM,0.0,,,,,,,
692,07/15/21 11:00:00 PM,0.0,,5.962,5.552,,,,
693,07/15/21 11:30:00 PM,0.0,,,,,,,
694,07/16/21 12:00:00 AM,0.0,14.432,6.064,5.244,,,,
695,07/16/21 12:30:00 AM,0.0,,,,,,,
696,07/16/21 01:00:00 AM,0.0,,4.934,4.519,,,,
697,07/16/21 01:30:00 AM,0.0,,,,,,,
698,07/16/21 02:00:00 AM,0.0,,4.207,3.472,,,,
699,07/16/21 02:30:00 AM,0.0,,,,,,,
700,07/16/21 03:00:00 AM,0.0,,2.943,2.410,,,,
701,07/16/21 03:30:00 AM,0.0,,,,,,,
702,07/16/21 04:00:00 AM,0.0,,3.049,2.517,,,,
703,07/16/21 04:30:00 AM,0.0,,,,,,,
704,07/16/21 05:00:00 AM,0.0,,2.943,2.303,,,,
705,07/16/21 05:30:00 AM,0.0,,,,,,,
706,07/16/21 06:00:00 AM,21.5,,1.980,1.764,,,,
707,07/16/21 06:30:00 AM,118.4,,,,,,,
708,07/16/21 07:00:00 AM,193.8,,4.415,2.624,,,,
709,07/16/21 07:30:00 AM,570.5,,,,,,,
710,07/16/21 08:00:00 AM,3272.2,,16.523,10.455,,,,
711,07/16/21 08:30:00 AM,4133.4,,,,,,,
712,07/16/21 09:00:00 AM,5166.7,,21.282,21.187,,,,
713,07/16/21 09:30:00 AM,2497.2,,,,,,,
714,07/16/21 10:00:00 AM,4822.3,,22.333,20.805,,,,
715,07/16/21 10:30:00 AM,3444.5,,,,,,,
716,07/16/21 11:00:00 AM,6200.0,,24.062,21.569,,,,
717,07/16/21 11:30:00 AM,2755.6,,,,,,,
718,07/16/21 12:00:00 PM,7233.4,,25.902,22.717,,,,
719,07/16/21 12:30:00 PM,4650.0,,,,,,,
720,07/16/21 01:00:00 PM,5511.1,,31.268,23.581,,,,
721,07/16/21 01:30:00 PM,7233.4,,,,,,,
722,07/16/21 02:00:00 PM,4822.3,,27.961,23.388,,,,
723,07/16/21 02:30:00 PM,3616.7,,,,,,,
724,07/16/21 03:00:00 PM,8611.2,,29.652,29.252,,,,
725,07/16/21 03:30:00 PM,3272.2,,,,,,,
726,07/16/21 04:00:00 PM,12400.1,,33.014,28.853,,,,
727,07/16/21 04:30:00 PM,3961.1,,,,,,,
728,07/16/21 05:00:00 PM,7577.8,,26.488,21.855,,,,
729,07/16/21 05:30:00 PM,2325.0,,,,,,,
730,07/16/21 06:00:00 PM,1722.2,,21.569,18.806,,,,
731,07/16/21 06:30:00 PM,968.8,,,,,,,
732,07/16/21 07:00:00 PM,1377.8,,18.236,17.855,,,,
733,07/16/21 07:30:00 PM,699.7,,,,,,,
734,07/16/21 08:00:00 PM,150.7,,15.473,13.846,,,,
735,07/16/21 08:30:00 PM,10.8,,,,,,,
736,07/16/21 09:00:00 PM,0.0,,12.594,10.748,,,,
737,07/16/21 09:30:00 PM,0.0,,,,,,,
738,07/16/21 10:00:00 PM,0.0,,8.182,6.674,,,,
739,07/16/21 10:30:00 PM,0.0,,,,,,,
740,07/16/21 11:00:00 PM,0.0,,5.860,5.347,,,,
741,07/16/21 11:30:00 PM,0.0,,,,,,,
742,07/17/21 12:00:00 AM,0.0,12.259,5.244,5.037,,,,
743,07/17/21 12:30:00 AM,0.0,,,,,,,
744,07/17/21 01:00:00 AM,0.0,,5.244,4.623,,,,
745,07/17/21 01:30:00 AM,0.0,,,,,,,
746,07/17/21 02:00:00 AM,0.0,,4.207,3.893,,,,
747,07/17/21 02:30:00 AM,0.0,,,,,,,
748,07/17/21 03:00:00 AM,0.0,,3.683,3.472,,,,
749,07/17/21 03:30:00 AM,0.0,,,,,,,
750,07/17/21 04:00:00 AM,0.0,,4.102,3.472,,,,
751,07/17/21 04:30:00 AM,0.0,,,,,,,
752,07/17/21 05:00:00 AM,0.0,,3.155,2.837,,,,
753,07/17/21 05:30:00 AM,0.0,,,,,,,
754,07/17/21 06:00:00 AM,21.5,,3.578,3.367,,,,
755,07/17/21 06:30:00 AM,86.1,,,,,,,
756,07/17/21 07:00:00 AM,172.2,,5.037,3.683,,,,
757,07/17/21 07:30:00 AM,419.8,,,,,,,
758,07/17/21 08:00:00 AM,3961.1,,17.665,12.304,,,,
759,07/17/21 08:30:00 AM,4477.8,,,,,,,
760,07/17/21 09:00:00 AM,5338.9,,24.835,22.142,,,,
761,07/17/21 09:30:00 AM,5511.1,,,,,,,
762,07/17/21 10:00:00 AM,5511.1,,26.781,24.931,,,,
763,07/17/21 10:30:00 AM,7577.8,,,,,,,
764,07/17/21 11:00:00 AM,8611.2,,30.457,27.961,,,,
765,07/17/21 11:30:00 AM,10333.4,,,,,,,
766,07/17/21 12:00:00 PM,2669.5,,26.781,25.610,,,,
767,07/17/21 12:30:00 PM,8266.7,,,,,,,
768,07/17/21 01:00:00 PM,2325.0,,24.931,24.835,,,,
769,07/17/21 01:30:00 PM,2669.5,,,,,,,
770,07/17/21 02:00:00 PM,2066.7,,21.091,20.519,,,,
771,07/17/21 02:30:00 PM,2497.2,,,,,,,
772,07/17/21 03:00:00 PM,3100.0,,22.812,18.806,,,,
773,07/17/21 03:30:00 PM,1894.5,,,,,,,
774,07/17/21 04:00:00 PM,1980.6,,18.331,17.094,,,,
775,07/17/21 04:30:00 PM,699.7,,,,,,,
776,07/17/21 05:00:00 PM,452.1,,10.846,9.669,,,,
777,07/17/21 05:30:00 PM,721.2,,,,,,,
778,07/17/21 06:00:00 PM,441.3,,12.690,11.041,,,,
779,07/17/21 06:30:00 PM,1463.9,,,,,,,
780,07/17/21 07:00:00 PM,742.7,,12.304,11.819,,,,
781,07/17/21 07:30:00 PM,312.2,,,,,,,
782,07/17/21 08:00:00 PM,226.0,,9.768,7.983,,,,
783,07/17/21 08:30:00 PM,21.5,,,,,,,
784,07/17/21 09:00:00 PM,0.0,,6.573,5.757,,,,
785,07/17/21 09:30:00 PM,0.0,,,,,,,
786,07/17/21 10:00:00 PM,0.0,,5.141,4.415,,,,
787,07/17/21 10:30:00 PM,0.0,,,,,,,
788,07/17/21 11:00:00 PM,0.0,,4.207,3.683,,,,
789,07/17/21 11:30:00 PM,0.0,,,,,,,
790,07/18/21 12:00:00 AM,0.0,16.893,3.578,3.472,,,,
791,07/18/21 12:30:00 AM,0.0,,,,,,,
792,07/18/21 01:00:00 AM,0.0,,3.049,2.943,,,,
793,07/18/21 01:30:00 AM,0.0,,,,,,,
794,07/18/21 02:00:00 AM,0.0,,2.730,2.730,,,,
795,07/18/21 02:30:00 AM,0.0,,,,,,,
796,07/18/21 03:00:00 AM,0.0,,2.517,2.410,,,,
797,07/18/21 03:30:00 AM,0.0,,,,,,,
798,07/18/21 04:00:00 AM,0.0,,2.517,2.195,,,,
799,07/18/21 04:30:00 AM,0.0,,,,,,,
800,07/18/21 05:00:00 AM,0.0,,1.980,1.872,,,,
801,07/18/21 05:30:00 AM,0.0,,,,,,,
802,07/18/21 06:00:00 AM,21.5,,1.980,1.764,,,,
803,07/18/21 06:30:00 AM,64.6,,,,,,,
804,07/18/21 07:00:00 AM,107.6,,3.893,2.730,,,,
805,07/18/21 07:30:00 AM,344.4,,,,,,,
806,07/18/21 08:00:00 AM,3444.5,,15.951,11.916,,,,
807,07/18/21 08:30:00 AM,4305.6,,,,,,,
808,07/18/21 09:00:00 AM,4994.5,,20.519,17.760,,,,
809,07/18/21 09:30:00 AM,5166.7,,,,,,,
810,07/18/21 10:00:00 AM,4994.5,,24.351,21.569,,,,
811,07/18/21 10:30:00 AM,5511.1,,,,,,,
812,07/18/21 11:00:00 AM,7233.4,,32.086,27.468,,,,
813,07/18/21 11:30:00 AM,9300.1,,,,,,,
814,07/18/21 12:00:00 PM,11022.3,,34.585,34.374,,,,
815,07/18/21 12:30:00 PM,10333.4,,,,,,,
816,07/18/21 01:00:00 PM,17222.3,,37.165,36.403,,,,
817,07/18/21 01:30:00 PM,22044.6,,,,,,,
818,07/18/21 02:00:00 PM,22044.6,,37.494,36.946,,,,
819,07/18/21 02:30:00 PM,2669.5,,,,,,,
820,07/18/21 03:00:00 PM,13777.9,,35.864,35.435,,,,
821,07/18/21 03:30:00 PM,11022.3,,,,,,,
822,07/18/21 04:00:00 PM,9644.5,,33.848,33.014,,,,
823,07/18/21 04:30:00 PM,8266.7,,,,,,,
824,07/18/21 05:00:00 PM,6544.5,,32.086,31.268,,,,
825,07/18/21 05:30:00 PM,5511.1,,,,,,,
826,07/18/21 06:00:00 PM,4822.3,,29.452,27.862,,,,
827,07/18/21 06:30:00 PM,3616.7,,,,,,,
828,07/18/21 07:00:00 PM,850.4,,23.004,16.141,,,,
829,07/18/21 07:30:00 PM,688.9,,,,,,,
830,07/18/21 08:00:00 PM,279.9,,14.804,13.076,,,,
831,07/18/21 08:30:00 PM,10.8,,,,,,,
832,07/18/21 09:00:00 PM,0.0,,12.110,10.651,,,,
833,07/18/21 09:30:00 PM,0.0,,,,,,,
834,07/18/21 10:00:00 PM,0.0,,9.176,7.983,,,,
835,07/18/21 10:30:00 PM,0.0,,,,,,,
836,07/18/21 11:00:00 PM,0.0,,7.280,6.877,,,,
837,07/18/21 11:30:00 PM,0.0,,,,,,,
838,07/19/21 12:00:00 AM,0.0,17.149,6.674,5.962,,,,
839,07/19/21 12:30:00 AM,0.0,,,,,,,
840,07/19/21 01:00:00 AM,0.0,,5.655,5.450,,,,
841,07/19/21 01:30:00 AM,0.0,,,,,,,
842,07/19/21 02:00:00 AM,0.0,,6.064,5.347,,,,
843,07/19/21 02:30:00 AM,0.0,,,,,,,
844,07/19/21 03:00:00 AM,0.0,,5.347,4.831,,,,
845,07/19/21 03:30:00 AM,0.0,,,,,,,
846,07/19/21 04:00:00 AM,0.0,,5.037,4.623,,,,
847,07/19/21 04:30:00 AM,0.0,,,,,,,
848,07/19/21 05:00:00 AM,0.0,,5.244,4.623,,,,
849,07/19/21 05:30:00 AM,0.0,,,,,,,
850,07/19/21 06:00:00 AM,21.5,,3.893,3.893,,,,
851,07/19/21 06:30:00 AM,107.6,,,,,,,
852,07/19/21 07:00:00 AM,366.0,,6.674,4.831,,,,
853,07/19/21 07:30:00 AM,624.3,,,,,,,
854,07/19/21 08:00:00 AM,3788.9,,18.901,13.269,,,,
855,07/19/21 08:30:00 AM,4133.4,,,,,,,
856,07/19/21 09:00:00 AM,4994.5,,25.416,22.717,,,,
857,07/19/21 09:30:00 AM,5511.1,,,,,,,
858,07/19/21 10:00:00 AM,4822.3,,23.966,23.869,,,,
859,07/19/21 10:30:00 AM,4994.5,,,,,,,
860,07/19/21 11:00:00 AM,7233.4,,30.558,27.468,,,,
861,07/19/21 11:30:00 AM,9300.1,,,,,,,
862,07/19/21 12:00:00 PM,11711.2,,35.864,26.292,,,,
863,07/19/21 12:30:00 PM,8611.2,,,,,,,
864,07/19/21 01:00:00 PM,3961.1,,35.864,28.258,,,,
865,07/19/21 01:30:00 PM,5166.7,,,,,,,
866,07/19/21 02:00:00 PM,3961.1,,27.567,25.222,,,,
867,07/19/21 02:30:00 PM,3444.5,,,,,,,
868,07/19/21 03:00:00 PM,13089.0,,36.403,28.754,,,,
869,07/19/21 03:30:00 PM,8266.7,,,,,,,
870,07/19/21 04:00:00 PM,3616.7,,33.743,33.118,,,,
871,07/19/21 04:30:00 PM,9644.5,,,,,,,
872,07/19/21 05:00:00 PM,2325.0,,25.805,24.158,,,,
873,07/19/21 05:30:00 PM,3788.9,,,,,,,
