"Plot Title: Hobo 3 - S/N10369065"
"#","Date Time, GMT-06:00","Intensity, Lux (LGR S/N: 10369065, SEN S/N: 10369065)","Avg: Daily Temperature, °C (LGR S/N: 10369065)","Max: Hourly Temperature, °C (LGR S/N: 10369065)","Min: Hourly Temperature, °C (LGR S/N: 10369065)"
1731,08/14/19 04:30:00 PM,0.0,,,
1732,08/14/19 05:00:00 PM,0.0,,26.879,26.781
1733,08/14/19 05:30:00 PM,0.0,,,
1734,08/14/19 06:00:00 PM,0.0,,27.370,27.173
1735,08/14/19 06:30:00 PM,0.0,,,
1736,08/14/19 07:00:00 PM,0.0,,27.961,27.665
1737,08/14/19 07:30:00 PM,0.0,,,
1738,08/14/19 08:00:00 PM,0.0,,28.456,28.258
1739,08/14/19 08:30:00 PM,0.0,,,
1740,08/14/19 09:00:00 PM,0.0,,28.853,28.655
1741,08/14/19 09:30:00 PM,0.0,,,
1742,08/14/19 10:00:00 PM,0.0,,28.953,28.953
1743,08/14/19 10:30:00 PM,0.0,,,
1744,08/14/19 11:00:00 PM,0.0,,29.053,28.953
1745,08/14/19 11:30:00 PM,0.0,,,
1746,08/15/19 12:00:00 AM,0.0,26.797,28.853,28.754
1747,08/15/19 12:30:00 AM,0.0,,,
1748,08/15/19 01:00:00 AM,0.0,,28.555,28.357
1749,08/15/19 01:30:00 AM,0.0,,,
1750,08/15/19 02:00:00 AM,0.0,,28.060,27.862
1751,08/15/19 02:30:00 AM,0.0,,,
1752,08/15/19 03:00:00 AM,0.0,,27.468,27.173
1753,08/15/19 03:30:00 AM,0.0,,,
1754,08/15/19 04:00:00 AM,0.0,,26.879,26.585
1755,08/15/19 04:30:00 AM,0.0,,,
1756,08/15/19 05:00:00 AM,0.0,,26.195,25.902
1757,08/15/19 05:30:00 AM,0.0,,,
1758,08/15/19 06:00:00 AM,0.0,,25.513,25.222
1759,08/15/19 06:30:00 AM,0.0,,,
1760,08/15/19 07:00:00 AM,0.0,,24.835,24.641
1761,08/15/19 07:30:00 AM,0.0,,,
1762,08/15/19 08:00:00 AM,0.0,,24.448,24.351
1763,08/15/19 08:30:00 AM,0.0,,,
1764,08/15/19 09:00:00 AM,0.0,,24.351,24.351
1765,08/15/19 09:30:00 AM,0.0,,,
1766,08/15/19 10:00:00 AM,0.0,,24.545,24.448
1767,08/15/19 10:30:00 AM,0.0,,,
1768,08/15/19 11:00:00 AM,0.0,,24.931,24.738
1769,08/15/19 11:30:00 AM,0.0,,,
1770,08/15/19 12:00:00 PM,0.0,,25.416,25.125
1771,08/15/19 12:30:00 PM,0.0,,,
1772,08/15/19 01:00:00 PM,0.0,,26.000,25.708
1773,08/15/19 01:30:00 PM,0.0,,,
1774,08/15/19 02:00:00 PM,0.0,,26.488,26.292
1775,08/15/19 02:30:00 PM,0.0,,,
1776,08/15/19 03:00:00 PM,0.0,,26.879,26.683
1777,08/15/19 03:30:00 PM,0.0,,,
1778,08/15/19 04:00:00 PM,0.0,,27.272,27.075
1779,08/15/19 04:30:00 PM,0.0,,,
1780,08/15/19 05:00:00 PM,0.0,,27.665,27.468
1781,08/15/19 05:30:00 PM,0.0,,,
1782,08/15/19 06:00:00 PM,0.0,,27.862,27.764
1783,08/15/19 06:30:00 PM,0.0,,,
1784,08/15/19 07:00:00 PM,0.0,,28.258,28.060
1785,08/15/19 07:30:00 PM,0.0,,,
1786,08/15/19 08:00:00 PM,0.0,,28.555,28.357
1787,08/15/19 08:30:00 PM,0.0,,,
1788,08/15/19 09:00:00 PM,0.0,,28.754,28.655
1789,08/15/19 09:30:00 PM,0.0,,,
1790,08/15/19 10:00:00 PM,0.0,,28.754,28.754
1791,08/15/19 10:30:00 PM,0.0,,,
1792,08/15/19 11:00:00 PM,0.0,,28.754,28.655
1793,08/15/19 11:30:00 PM,0.0,,,
1794,08/16/19 12:00:00 AM,0.0,26.123,28.555,28.357
1795,08/16/19 12:30:00 AM,0.0,,,
1796,08/16/19 01:00:00 AM,0.0,,28.159,27.862
1797,08/16/19 01:30:00 AM,0.0,,,
1798,08/16/19 02:00:00 AM,0.0,,27.665,27.370
1799,08/16/19 02:30:00 AM,0.0,,,
1800,08/16/19 03:00:00 AM,0.0,,27.075,26.781
1801,08/16/19 03:30:00 AM,0.0,,,
1802,08/16/19 04:00:00 AM,0.0,,26.585,26.292
1803,08/16/19 04:30:00 AM,0.0,,,
1804,08/16/19 05:00:00 AM,0.0,,26.000,25.708
1805,08/16/19 05:30:00 AM,0.0,,,
1806,08/16/19 06:00:00 AM,0.0,,25.416,25.125
1807,08/16/19 06:30:00 AM,0.0,,,
1808,08/16/19 07:00:00 AM,0.0,,24.931,24.738
1809,08/16/19 07:30:00 AM,0.0,,,
1810,08/16/19 08:00:00 AM,0.0,,24.545,24.545
1811,08/16/19 08:30:00 AM,0.0,,,
1812,08/16/19 09:00:00 AM,0.0,,24.545,24.545
1813,08/16/19 09:30:00 AM,0.0,,,
1814,08/16/19 10:00:00 AM,0.0,,25.028,24.738
1815,08/16/19 10:30:00 AM,0.0,,,
1816,08/16/19 11:00:00 AM,0.0,,25.610,25.319
1817,08/16/19 11:30:00 AM,0.0,,,
1818,08/16/19 12:00:00 PM,0.0,,26.292,26.000
1819,08/16/19 12:30:00 PM,0.0,,,
1820,08/16/19 01:00:00 PM,0.0,,26.879,26.585
1821,08/16/19 01:30:00 PM,0.0,,,
1822,08/16/19 02:00:00 PM,0.0,,27.468,27.173
1823,08/16/19 02:30:00 PM,0.0,,,
1824,08/16/19 03:00:00 PM,0.0,,27.862,27.665
1825,08/16/19 03:30:00 PM,0.0,,,
1826,08/16/19 04:00:00 PM,0.0,,27.961,27.961
1827,08/16/19 04:30:00 PM,0.0,,,
1828,08/16/19 05:00:00 PM,0.0,,27.764,27.370
1829,08/16/19 05:30:00 PM,0.0,,,
1830,08/16/19 06:00:00 PM,0.0,,26.879,26.488
1831,08/16/19 06:30:00 PM,0.0,,,
1832,08/16/19 07:00:00 PM,0.0,,26.000,25.708
1833,08/16/19 07:30:00 PM,0.0,,,
1834,08/16/19 08:00:00 PM,0.0,,25.319,25.028
1835,08/16/19 08:30:00 PM,0.0,,,
1836,08/16/19 09:00:00 PM,0.0,,24.738,24.545
1837,08/16/19 09:30:00 PM,0.0,,,
1838,08/16/19 10:00:00 PM,0.0,,24.351,24.255
1839,08/16/19 10:30:00 PM,0.0,,,
1840,08/16/19 11:00:00 PM,0.0,,24.158,23.966
1841,08/16/19 11:30:00 PM,0.0,,,
1842,08/17/19 12:00:00 AM,0.0,23.491,23.869,23.773
1843,08/17/19 12:30:00 AM,0.0,,,
1844,08/17/19 01:00:00 AM,0.0,,23.773,23.677
1845,08/17/19 01:30:00 AM,0.0,,,
1846,08/17/19 02:00:00 AM,0.0,,23.581,23.581
1847,08/17/19 02:30:00 AM,0.0,,,
1848,08/17/19 03:00:00 AM,0.0,,23.581,23.484
1849,08/17/19 03:30:00 AM,0.0,,,
1850,08/17/19 04:00:00 AM,0.0,,23.484,23.484
1851,08/17/19 04:30:00 AM,0.0,,,
1852,08/17/19 05:00:00 AM,0.0,,23.484,23.388
1853,08/17/19 05:30:00 AM,0.0,,,
1854,08/17/19 06:00:00 AM,0.0,,23.388,23.388
1855,08/17/19 06:30:00 AM,0.0,,,
1856,08/17/19 07:00:00 AM,0.0,,23.388,23.388
1857,08/17/19 07:30:00 AM,0.0,,,
1858,08/17/19 08:00:00 AM,0.0,,23.581,23.388
1859,08/17/19 08:30:00 AM,0.0,,,
1860,08/17/19 09:00:00 AM,0.0,,23.292,23.196
1861,08/17/19 09:30:00 AM,0.0,,,
1862,08/17/19 10:00:00 AM,0.0,,23.100,23.004
1863,08/17/19 10:30:00 AM,0.0,,,
1864,08/17/19 11:00:00 AM,0.0,,23.100,22.908
1865,08/17/19 11:30:00 AM,0.0,,,
1866,08/17/19 12:00:00 PM,0.0,,23.004,22.812
1867,08/17/19 12:30:00 PM,0.0,,,
1868,08/17/19 01:00:00 PM,0.0,,22.812,22.717
1869,08/17/19 01:30:00 PM,0.0,,,
1870,08/17/19 02:00:00 PM,0.0,,22.908,22.908
1871,08/17/19 02:30:00 PM,0.0,,,
1872,08/17/19 03:00:00 PM,0.0,,23.100,22.812
1873,08/17/19 03:30:00 PM,0.0,,,
1874,08/17/19 04:00:00 PM,0.0,,22.812,22.621
1875,08/17/19 04:30:00 PM,0.0,,,
1876,08/17/19 05:00:00 PM,0.0,,23.004,22.908
1877,08/17/19 05:30:00 PM,0.0,,,
1878,08/17/19 06:00:00 PM,0.0,,23.484,23.196
1879,08/17/19 06:30:00 PM,0.0,,,
1880,08/17/19 07:00:00 PM,0.0,,24.255,23.677
1881,08/17/19 07:30:00 PM,0.0,,,
1882,08/17/19 08:00:00 PM,0.0,,24.545,24.351
1883,08/17/19 08:30:00 PM,0.0,,,
1884,08/17/19 09:00:00 PM,0.0,,24.738,24.641
1885,08/17/19 09:30:00 PM,0.0,,,
1886,08/17/19 10:00:00 PM,0.0,,24.545,24.545
1887,08/17/19 10:30:00 PM,0.0,,,
1888,08/17/19 11:00:00 PM,0.0,,24.448,24.448
1889,08/17/19 11:30:00 PM,0.0,,,
1890,08/18/19 12:00:00 AM,0.0,24.738,24.448,24.351
1891,08/18/19 12:30:00 AM,0.0,,,
1892,08/18/19 01:00:00 AM,0.0,,24.351,24.351
1893,08/18/19 01:30:00 AM,0.0,,,
1894,08/18/19 02:00:00 AM,0.0,,24.351,24.255
1895,08/18/19 02:30:00 AM,0.0,,,
1896,08/18/19 03:00:00 AM,0.0,,24.255,24.255
1897,08/18/19 03:30:00 AM,0.0,,,
1898,08/18/19 04:00:00 AM,0.0,,24.255,24.255
1899,08/18/19 04:30:00 AM,0.0,,,
1900,08/18/19 05:00:00 AM,0.0,,24.255,24.255
1901,08/18/19 05:30:00 AM,0.0,,,
1902,08/18/19 06:00:00 AM,0.0,,24.255,24.255
1903,08/18/19 06:30:00 AM,0.0,,,
1904,08/18/19 07:00:00 AM,0.0,,24.255,24.255
1905,08/18/19 07:30:00 AM,0.0,,,
1906,08/18/19 08:00:00 AM,0.0,,24.545,24.351
1907,08/18/19 08:30:00 AM,0.0,,,
1908,08/18/19 09:00:00 AM,10.8,,24.931,24.738
1909,08/18/19 09:30:00 AM,21.5,,,
1910,08/18/19 10:00:00 AM,21.5,,25.125,24.931
1911,08/18/19 10:30:00 AM,21.5,,,
1912,08/18/19 11:00:00 AM,21.5,,25.319,25.222
1913,08/18/19 11:30:00 AM,32.3,,,
1914,08/18/19 12:00:00 PM,32.3,,25.319,25.319
1915,08/18/19 12:30:00 PM,32.3,,,
1916,08/18/19 01:00:00 PM,43.1,,25.319,25.319
1917,08/18/19 01:30:00 PM,21.5,,,
1918,08/18/19 02:00:00 PM,21.5,,24.931,24.931
1919,08/18/19 02:30:00 PM,10.8,,,
1920,08/18/19 03:00:00 PM,0.0,,25.028,24.738
1921,08/18/19 03:30:00 PM,10.8,,,
1922,08/18/19 04:00:00 PM,0.0,,24.738,24.641
1923,08/18/19 04:30:00 PM,10.8,,,
1924,08/18/19 05:00:00 PM,0.0,,24.641,24.448
1925,08/18/19 05:30:00 PM,0.0,,,
1926,08/18/19 06:00:00 PM,0.0,,24.641,24.545
1927,08/18/19 06:30:00 PM,0.0,,,
1928,08/18/19 07:00:00 PM,0.0,,25.028,25.028
1929,08/18/19 07:30:00 PM,0.0,,,
1930,08/18/19 08:00:00 PM,0.0,,25.416,25.416
1931,08/18/19 08:30:00 PM,0.0,,,
1932,08/18/19 09:00:00 PM,0.0,,25.319,25.222
1933,08/18/19 09:30:00 PM,0.0,,,
1934,08/18/19 10:00:00 PM,0.0,,25.028,24.931
1935,08/18/19 10:30:00 PM,0.0,,,
1936,08/18/19 11:00:00 PM,0.0,,24.835,24.835
1937,08/18/19 11:30:00 PM,0.0,,,
1938,08/19/19 12:00:00 AM,0.0,24.921,24.835,24.835
1939,08/19/19 12:30:00 AM,0.0,,,
1940,08/19/19 01:00:00 AM,0.0,,24.738,24.738
1941,08/19/19 01:30:00 AM,0.0,,,
1942,08/19/19 02:00:00 AM,0.0,,24.738,24.738
1943,08/19/19 02:30:00 AM,0.0,,,
1944,08/19/19 03:00:00 AM,0.0,,24.738,24.641
1945,08/19/19 03:30:00 AM,0.0,,,
1946,08/19/19 04:00:00 AM,0.0,,24.641,24.641
1947,08/19/19 04:30:00 AM,0.0,,,
1948,08/19/19 05:00:00 AM,0.0,,24.738,24.738
1949,08/19/19 05:30:00 AM,0.0,,,
1950,08/19/19 06:00:00 AM,0.0,,24.738,24.738
1951,08/19/19 06:30:00 AM,0.0,,,
1952,08/19/19 07:00:00 AM,0.0,,24.835,24.835
1953,08/19/19 07:30:00 AM,0.0,,,
1954,08/19/19 08:00:00 AM,0.0,,24.835,24.738
1955,08/19/19 08:30:00 AM,0.0,,,
1956,08/19/19 09:00:00 AM,0.0,,24.835,24.835
1957,08/19/19 09:30:00 AM,0.0,,,
1958,08/19/19 10:00:00 AM,0.0,,24.931,24.835
1959,08/19/19 10:30:00 AM,0.0,,,
1960,08/19/19 11:00:00 AM,0.0,,25.028,24.931
1961,08/19/19 11:30:00 AM,0.0,,,
1962,08/19/19 12:00:00 PM,0.0,,25.028,25.028
1963,08/19/19 12:30:00 PM,0.0,,,
1964,08/19/19 01:00:00 PM,0.0,,25.028,25.028
1965,08/19/19 01:30:00 PM,0.0,,,
1966,08/19/19 02:00:00 PM,0.0,,25.222,25.125
1967,08/19/19 02:30:00 PM,0.0,,,
1968,08/19/19 03:00:00 PM,0.0,,25.319,25.222
1969,08/19/19 03:30:00 PM,0.0,,,
1970,08/19/19 04:00:00 PM,0.0,,25.319,25.125
1971,08/19/19 04:30:00 PM,0.0,,,
1972,08/19/19 05:00:00 PM,0.0,,25.125,25.028
1973,08/19/19 05:30:00 PM,0.0,,,
1974,08/19/19 06:00:00 PM,0.0,,25.028,24.931
1975,08/19/19 06:30:00 PM,0.0,,,
1976,08/19/19 07:00:00 PM,0.0,,25.125,25.028
1977,08/19/19 07:30:00 PM,0.0,,,
1978,08/19/19 08:00:00 PM,0.0,,25.125,25.028
1979,08/19/19 08:30:00 PM,0.0,,,
1980,08/19/19 09:00:00 PM,0.0,,25.125,25.028
1981,08/19/19 09:30:00 PM,0.0,,,
1982,08/19/19 10:00:00 PM,0.0,,24.931,24.835
1983,08/19/19 10:30:00 PM,0.0,,,
1984,08/19/19 11:00:00 PM,0.0,,24.835,24.738
1985,08/19/19 11:30:00 PM,0.0,,,
1986,08/20/19 12:00:00 AM,0.0,24.821,24.835,24.835
1987,08/20/19 12:30:00 AM,0.0,,,
1988,08/20/19 01:00:00 AM,0.0,,24.835,24.835
1989,08/20/19 01:30:00 AM,0.0,,,
1990,08/20/19 02:00:00 AM,0.0,,24.835,24.835
1991,08/20/19 02:30:00 AM,0.0,,,
1992,08/20/19 03:00:00 AM,0.0,,24.738,24.738
1993,08/20/19 03:30:00 AM,0.0,,,
1994,08/20/19 04:00:00 AM,0.0,,24.738,24.738
1995,08/20/19 04:30:00 AM,0.0,,,
1996,08/20/19 05:00:00 AM,0.0,,24.738,24.738
1997,08/20/19 05:30:00 AM,0.0,,,
1998,08/20/19 06:00:00 AM,0.0,,25.125,24.835
1999,08/20/19 06:30:00 AM,0.0,,,
2000,08/20/19 07:00:00 AM,0.0,,25.028,24.931
2001,08/20/19 07:30:00 AM,0.0,,,
2002,08/20/19 08:00:00 AM,0.0,,24.931,24.931
2003,08/20/19 08:30:00 AM,0.0,,,
2004,08/20/19 09:00:00 AM,0.0,,24.931,24.835
2005,08/20/19 09:30:00 AM,0.0,,,
2006,08/20/19 10:00:00 AM,0.0,,24.835,24.835
2007,08/20/19 10:30:00 AM,0.0,,,
2008,08/20/19 11:00:00 AM,0.0,,24.931,24.931
2009,08/20/19 11:30:00 AM,0.0,,,
2010,08/20/19 12:00:00 PM,0.0,,24.931,24.931
2011,08/20/19 12:30:00 PM,0.0,,,
2012,08/20/19 01:00:00 PM,0.0,,25.028,24.931
2013,08/20/19 01:30:00 PM,0.0,,,
2014,08/20/19 02:00:00 PM,0.0,,24.738,24.545
2015,08/20/19 02:30:00 PM,0.0,,,
2016,08/20/19 03:00:00 PM,0.0,,24.641,24.641
2017,08/20/19 03:30:00 PM,0.0,,,
2018,08/20/19 04:00:00 PM,0.0,,24.738,24.641
2019,08/20/19 04:30:00 PM,0.0,,,
2020,08/20/19 05:00:00 PM,0.0,,24.835,24.738
2021,08/20/19 05:30:00 PM,0.0,,,
2022,08/20/19 06:00:00 PM,0.0,,24.738,24.641
2023,08/20/19 06:30:00 PM,0.0,,,
2024,08/20/19 07:00:00 PM,0.0,,24.738,24.641
2025,08/20/19 07:30:00 PM,0.0,,,
2026,08/20/19 08:00:00 PM,0.0,,24.931,24.738
2027,08/20/19 08:30:00 PM,0.0,,,
2028,08/20/19 09:00:00 PM,0.0,,24.931,24.931
2029,08/20/19 09:30:00 PM,0.0,,,
2030,08/20/19 10:00:00 PM,0.0,,24.835,24.835
2031,08/20/19 10:30:00 PM,0.0,,,
2032,08/20/19 11:00:00 PM,0.0,,24.835,24.738
2033,08/20/19 11:30:00 PM,0.0,,,
2034,08/21/19 12:00:00 AM,0.0,24.708,24.738,24.738
2035,08/21/19 12:30:00 AM,0.0,,,
2036,08/21/19 01:00:00 AM,0.0,,24.738,24.738
2037,08/21/19 01:30:00 AM,0.0,,,
2038,08/21/19 02:00:00 AM,0.0,,24.738,24.738
2039,08/21/19 02:30:00 AM,0.0,,,
2040,08/21/19 03:00:00 AM,0.0,,24.738,24.641
2041,08/21/19 03:30:00 AM,0.0,,,
2042,08/21/19 04:00:00 AM,0.0,,24.641,24.641
2043,08/21/19 04:30:00 AM,0.0,,,
2044,08/21/19 05:00:00 AM,0.0,,24.641,24.641
2045,08/21/19 05:30:00 AM,0.0,,,
2046,08/21/19 06:00:00 AM,0.0,,24.835,24.835
