"Plot Title: HOBO#7-10542008"
"#","Date Time, GMT-06:00","Intensity, Lux (LGR S/N: 10542008, SEN S/N: 10542008)","Avg: Hourly Temperature, °C (LGR S/N: 10542008)","Max: Daily Temperature, °C (LGR S/N: 10542008)","Min: Daily Temperature, °C (LGR S/N: 10542008)","End Of File (LGR S/N: 10542008)"
145,07/12/18 02:30:00 PM,4133.4,,,,
146,07/12/18 03:00:00 PM,1722.2,16.747,,,
147,07/12/18 03:30:00 PM,871.9,,,,
148,07/12/18 04:00:00 PM,3616.7,15.804,,,
149,07/12/18 04:30:00 PM,6200.0,,,,
150,07/12/18 05:00:00 PM,3788.9,21.618,,,
151,07/12/18 05:30:00 PM,6544.5,,,,
152,07/12/18 06:00:00 PM,3100.0,22.430,,,
153,07/12/18 06:30:00 PM,2669.5,,,,
154,07/12/18 07:00:00 PM,484.4,15.328,,,
155,07/12/18 07:30:00 PM,236.8,,,,
156,07/12/18 08:00:00 PM,86.1,12.592,,,
157,07/12/18 08:30:00 PM,21.5,,,,
158,07/12/18 09:00:00 PM,21.5,11.383,,,
159,07/12/18 09:30:00 PM,21.5,,,,
160,07/12/18 10:00:00 PM,21.5,10.796,,,
161,07/12/18 10:30:00 PM,21.5,,,,
162,07/12/18 11:00:00 PM,21.5,9.472,,,
163,07/12/18 11:30:00 PM,21.5,,,,
164,07/13/18 12:00:00 AM,7577.8,35.025,50.456,9.669,
165,07/13/18 12:30:00 AM,4477.8,,,,
166,07/13/18 01:00:00 AM,3100.0,32.749,,,
167,07/13/18 01:30:00 AM,8266.7,,,,
168,07/13/18 02:00:00 AM,3444.5,38.930,,,
169,07/13/18 02:30:00 AM,11711.2,,,,
170,07/13/18 03:00:00 AM,9644.5,33.145,,,
171,07/13/18 03:30:00 AM,4822.3,,,,
172,07/13/18 04:00:00 AM,3961.1,28.064,,,
173,07/13/18 04:30:00 AM,5511.1,,,,
174,07/13/18 05:00:00 AM,4477.8,28.755,,,
175,07/13/18 05:30:00 AM,5166.7,,,,
176,07/13/18 06:00:00 AM,6544.5,24.126,,,
177,07/13/18 06:30:00 AM,2152.8,,,,
178,07/13/18 07:00:00 AM,2927.8,21.664,,,
179,07/13/18 07:30:00 AM,1463.9,,,,
180,07/13/18 08:00:00 AM,1033.3,18.188,,,
181,07/13/18 08:30:00 AM,731.9,,,,
182,07/13/18 09:00:00 AM,32.3,10.111,,,
183,07/13/18 09:30:00 AM,32.3,,,,
184,07/13/18 10:00:00 AM,13777.9,47.916,,,
185,07/13/18 10:30:00 AM,13777.9,,,,
186,07/13/18 11:00:00 AM,15155.7,49.703,,,
187,07/13/18 11:30:00 AM,15155.7,,,,
188,07/13/18 12:00:00 PM,12400.1,49.706,,,
189,07/13/18 12:30:00 PM,12400.1,,,,
190,07/13/18 01:00:00 PM,2669.5,39.154,,,
191,07/13/18 01:30:00 PM,3616.7,,,,Logged
